,model,prior,duplicates,distortion,m1,m2,m3,date
799,Both,BNBD4,0.1,1,0.9222222,0.7942584,0.8534704,Wed_Mar_13_00_48_31_2024
800,Both,BNBD4,0.1,0,0.9753695,0.9519231,0.9635036,Wed_Mar__6_22_28_47_2024
801,Both,BNBD4,8,0,1.0,0.9514005,0.975095,Wed_Mar_13_00_48_27_2024
802,Both,BNBD4,0.1,0,0.9753695,0.9519231,0.9635036,Fri_Mar__8_00_49_44_2024
803,Both,BNBD4,0.1,1,0.920904,0.7799043,0.8445596,Thu_Mar_14_08_13_17_2024
804,Both,BNBD4,1,1,0.9619565,0.8186864,0.8845577,Thu_Mar_14_08_13_19_2024
805,Both,BNBD4,1,1,0.9630234,0.8191489,0.8852787,Wed_Mar__6_22_29_15_2024
806,Both,BNBD4,100,0,1.0,0.9538297,0.9763693,Wed_Mar_13_00_48_29_2024
807,Both,BNBD4,0.1,1,0.9222222,0.7942584,0.8534704,Wed_Mar__6_22_29_04_2024
808,Both,BNBD4,8,1,0.9922124,0.8468278,0.9137734,Fri_Mar_15_23_37_15_2024
809,Both,BNBD4,100,0,1.0,0.9542301,0.976579,Fri_Mar_15_23_37_03_2024
810,Both,BNBD4,0.1,1,0.9213483,0.784689,0.8475452,Mon_Feb_12_10_11_12_2024
811,No Diri,Pitman,100,1,0.9955239,0.8013077,0.8879196,Wed_Mar__6_22_20_51_2024
812,No Diri,Pitman,1,0,0.9946783,0.9558345,0.9748696,Wed_Mar__6_22_20_06_2024
813,No Diri,Pitman,1,1,0.9776675,0.7289547,0.8351881,Fri_Mar__8_09_02_03_2024
814,No Diri,Pitman,0.1,1,0.9615385,0.7177033,0.8219178,Wed_Mar__6_22_20_29_2024
815,No Diri,Pitman,1,1,0.9777503,0.7317299,0.837037,Wed_Mar__6_22_20_36_2024
816,No Diri,Pitman,8,1,0.9963066,0.8149547,0.8965517,Wed_Mar__6_22_20_44_2024
817,No Diri,Pitman,100,0,1.0,0.9542301,0.976579,Wed_Mar__6_22_20_21_2024
818,No Diri,Pitman,0.1,0,0.9752475,0.9471154,0.9609756,Fri_Mar__8_09_01_45_2024
819,No Diri,Pitman,100,1,0.9968699,0.807446,0.8922147,Fri_Mar__8_09_02_10_2024
820,No Diri,Pitman,100,0,0.9994407,0.9538297,0.9761027,Fri_Mar__8_09_01_55_2024
821,No Diri,Pitman,8,1,0.9981471,0.8137462,0.8965632,Fri_Mar__8_09_02_07_2024
822,No Diri,Pitman,1,0,0.9961259,0.9562994,0.9758065,Fri_Mar__8_09_01_48_2024
823,No Diri,Pitman,0.1,1,0.943038,0.7129187,0.8119891,Fri_Mar__8_09_01_56_2024
824,No Diri,Pitman,8,0,1.0,0.9506435,0.9746973,Fri_Mar__8_09_01_52_2024
825,No Diri,Pitman,0.1,0,0.9705882,0.9519231,0.961165,Wed_Mar__6_22_20_02_2024
826,No Diri,Pitman,8,0,1.0,0.9504921,0.9746177,Wed_Mar__6_22_20_14_2024
827,No Diri,Pitman,8,0,1.0,0.9509463,0.9748564,Fri_Mar__8_08_32_22_2024
828,No Diri,Pitman,1,0,0.9956459,0.9567643,0.9758179,Fri_Mar__8_08_32_16_2024
829,No Diri,Pitman,8,0,1.0,0.9509463,0.9748564,Wed_Mar__6_22_20_05_2024
830,No Diri,Pitman,0.1,0,0.9752475,0.9471154,0.9609756,Wed_Mar__6_22_20_00_2024
831,No Diri,Pitman,8,1,0.996119,0.8141994,0.8960186,Wed_Mar__6_22_20_20_2024
832,No Diri,Pitman,1,1,0.9759556,0.7321924,0.8366808,Mon_Feb_12_10_12_55_2024
833,No Diri,Pitman,1,1,0.9783013,0.7298797,0.8360265,Fri_Mar__8_08_32_36_2024
834,No Diri,Pitman,100,1,0.9952034,0.802909,0.888774,Fri_Mar__8_08_32_45_2024
835,No Diri,Pitman,0.1,1,0.9426752,0.708134,0.8087432,Wed_Mar__6_22_20_10_2024
836,No Diri,Pitman,0.1,1,0.9612903,0.7129187,0.8186813,Fri_Mar__8_08_32_31_2024
837,No Diri,Pitman,100,0,0.999441,0.9542301,0.9763124,Fri_Mar__8_08_32_26_2024
838,No Diri,Pitman,100,0,1.0,0.9542301,0.976579,Wed_Mar__6_22_20_10_2024
839,No Diri,Pitman,1,0,0.9961259,0.9562994,0.9758065,Mon_Feb_12_10_12_43_2024
840,No Diri,Pitman,8,1,0.99686,0.8152568,0.8969586,Fri_Mar__8_08_32_40_2024
841,No Diri,Pitman,0.1,0,0.9752475,0.9471154,0.9609756,Fri_Mar__8_08_32_14_2024
842,No Diri,Pitman,100,1,0.9970233,0.8045103,0.8904808,Wed_Mar__6_22_20_24_2024
843,No Diri,Pitman,0.1,1,0.9548387,0.708134,0.8131868,Mon_Feb_12_10_12_50_2024
844,No Diri,Pitman,0.1,0,0.9704433,0.9471154,0.9586375,Mon_Feb_12_10_12_43_2024
845,No Diri,Pitman,8,1,0.997031,0.8116314,0.8948289,Mon_Feb_12_10_12_56_2024
846,No Diri,Pitman,100,1,0.9963552,0.8025087,0.8889874,Mon_Feb_12_10_12_58_2024
847,No Diri,Pitman,8,0,1.0,0.9507949,0.9747769,Mon_Feb_12_10_12_44_2024
848,No Diri,Pitman,100,0,1.0,0.9550307,0.9769982,Mon_Feb_12_10_12_45_2024
849,No Diri,Pitman,1,1,0.9770756,0.7294172,0.8352754,Wed_Mar__6_22_20_17_2024
850,No Diri,Pitman,1,0,0.9961297,0.9572292,0.9762921,Wed_Mar__6_22_20_03_2024
851,No Diri,Pitman,8,1,0.997777,0.8135952,0.8963222,Wed_Mar__6_22_20_52_2024
852,No Diri,Pitman,1,0,0.9966134,0.9576941,0.9767662,Fri_Mar__8_16_57_21_2024
853,No Diri,Pitman,0.1,0,0.985,0.9471154,0.9656863,Wed_Mar__6_22_20_24_2024
854,No Diri,Pitman,100,0,1.0,0.9538297,0.9763693,Wed_Mar__6_22_20_38_2024
855,No Diri,Pitman,0.1,1,0.9548387,0.708134,0.8131868,Wed_Mar__6_22_20_42_2024
856,No Diri,Pitman,1,0,0.9961334,0.958159,0.9767773,Wed_Mar__6_22_20_27_2024
857,No Diri,Pitman,1,1,0.9752781,0.7298797,0.8349206,Fri_Mar__8_16_57_40_2024
858,No Diri,Pitman,8,0,1.0,0.9515519,0.9751746,Fri_Mar__8_16_57_26_2024
859,No Diri,Pitman,8,0,1.0,0.9506435,0.9746973,Wed_Mar__6_22_20_30_2024
860,No Diri,Pitman,100,0,0.9994407,0.9538297,0.9761027,Fri_Mar__8_16_57_31_2024
861,No Diri,Pitman,100,1,0.9950372,0.8026421,0.8885442,Wed_Mar__6_22_20_57_2024
862,No Diri,Pitman,0.1,1,0.9607843,0.7033493,0.8121547,Fri_Mar__8_16_57_34_2024
863,No Diri,Pitman,100,1,0.9976736,0.8011743,0.8886915,Fri_Mar__8_16_57_50_2024
864,No Diri,Pitman,1,1,0.9838208,0.7312673,0.8389493,Wed_Mar__6_22_20_47_2024
865,No Diri,Pitman,8,1,0.9983293,0.8123867,0.8958108,Fri_Mar__8_16_57_44_2024
866,No Diri,Pitman,0.1,0,0.9656863,0.9471154,0.9563107,Fri_Mar__8_16_57_18_2024
867,No Diri,Pitman,1,1,0.9807573,0.7308048,0.8375298,Wed_Mar_13_00_49_49_2024
868,No Diri,Pitman,0.1,0,0.9752475,0.9471154,0.9609756,Wed_Mar__6_22_20_36_2024
869,No Diri,Pitman,0.1,0,0.9704433,0.9471154,0.9586375,Wed_Mar_13_00_49_26_2024
870,No Diri,Pitman,100,0,1.0,0.9546304,0.9767886,Wed_Mar__6_22_20_46_2024
871,No Diri,Pitman,8,0,1.0,0.9512491,0.9750155,Thu_Mar_14_18_17_27_2024
872,No Diri,Pitman,100,1,0.996366,0.8049106,0.8904635,Thu_Mar_14_18_18_04_2024
873,No Diri,Pitman,1,1,0.9801858,0.7321924,0.8382314,Wed_Mar__6_22_20_54_2024
874,No Diri,Pitman,0.1,1,0.9426752,0.708134,0.8087432,Fri_Mar__8_08_49_19_2024
875,No Diri,Pitman,8,1,0.9974064,0.8132931,0.8959893,Fri_Mar__8_08_49_24_2024
876,No Diri,Pitman,1,0,0.9961259,0.9562994,0.9758065,Wed_Mar__6_22_20_39_2024
877,No Diri,Pitman,0.1,0,0.9705882,0.9519231,0.961165,Thu_Mar_14_18_17_15_2024
878,No Diri,Pitman,100,1,0.9981709,0.8010408,0.8888066,Wed_Mar_13_00_49_57_2024
879,No Diri,Pitman,100,0,1.0,0.9538297,0.9763693,Thu_Mar_14_18_17_36_2024
880,No Diri,Pitman,100,0,1.0,0.9538297,0.9763693,Fri_Mar__8_08_49_15_2024
881,No Diri,Pitman,1,0,0.9961371,0.9590888,0.977262,Wed_Mar_13_00_49_30_2024
882,No Diri,Pitman,0.1,0,0.9704433,0.9471154,0.9586375,Fri_Mar__8_08_49_07_2024
883,No Diri,Pitman,1,0,0.996124,0.9558345,0.9755635,Fri_Mar__8_08_49_11_2024
884,No Diri,Pitman,8,0,1.0,0.9501893,0.9744585,Wed_Mar_13_00_49_34_2024
885,No Diri,Pitman,0.1,1,0.9545455,0.7033493,0.8099174,Wed_Mar__6_22_20_50_2024
886,No Diri,Pitman,100,1,0.9960239,0.8022418,0.8886918,Wed_Mar__6_22_21_01_2024
887,No Diri,Pitman,8,1,0.9979671,0.81571,0.897681,Wed_Mar_13_00_49_53_2024
888,No Diri,Pitman,8,0,1.0,0.9512491,0.9750155,Wed_Mar__6_22_20_40_2024
889,No Diri,Pitman,1,1,0.9802469,0.7345051,0.8397673,Thu_Mar_14_18_17_51_2024
890,No Diri,Pitman,8,0,1.0,0.9507949,0.9747769,Fri_Mar__8_08_49_13_2024
891,No Diri,Pitman,0.1,1,0.9548387,0.708134,0.8131868,Thu_Mar_14_18_17_43_2024
892,No Diri,Pitman,1,0,0.9956501,0.9576941,0.9763033,Thu_Mar_14_18_17_19_2024
893,No Diri,Pitman,8,1,0.9972207,0.8129909,0.895731,Wed_Mar__6_22_20_58_2024
894,No Diri,Pitman,1,1,0.9777503,0.7317299,0.837037,Fri_Mar__8_08_49_21_2024
895,No Diri,Pitman,0.1,1,0.943038,0.7129187,0.8119891,Wed_Mar_13_00_49_43_2024
896,No Diri,Pitman,100,0,1.0,0.9538297,0.9763693,Wed_Mar_13_00_49_37_2024
897,No Diri,Pitman,8,1,0.9968542,0.8137462,0.8960413,Thu_Mar_14_18_17_58_2024
898,No Diri,Pitman,100,1,0.9963618,0.8039765,0.88989,Fri_Mar__8_08_49_27_2024
899,Neither,Uniform,0.1,0,0.2853026,0.9519231,0.4390244,Fri_Mar__8_09_13_08_2024
900,Neither,Uniform,8,0,1.0,0.9510977,0.974936,Fri_Mar__8_09_13_13_2024
901,Neither,Uniform,100,1,0.9993094,0.7723512,0.8712931,Fri_Mar__8_09_13_31_2024
902,Neither,Uniform,8,0,1.0,0.9494322,0.9740603,Wed_Mar__6_22_21_35_2024
903,Neither,Uniform,8,1,0.9982961,0.7965257,0.8860696,Wed_Mar__6_22_21_51_2024
904,Neither,Uniform,1,1,0.9657452,0.7432932,0.8400418,Wed_Mar__6_22_21_47_2024
905,Neither,Uniform,1,1,0.9646283,0.7442183,0.8402089,Fri_Mar__8_09_13_20_2024
906,Neither,Uniform,8,1,0.9980967,0.792145,0.8832744,Fri_Mar__8_09_13_28_2024
907,Neither,Uniform,100,1,0.9991358,0.7714171,0.8706325,Wed_Mar__6_22_21_55_2024
908,Neither,Uniform,0.1,1,0.2458771,0.784689,0.3744292,Wed_Mar__6_22_21_39_2024
909,Neither,Uniform,0.1,1,0.2376093,0.7799043,0.3642458,Fri_Mar__8_09_13_20_2024
910,Neither,Uniform,0.1,0,0.2853026,0.9519231,0.4390244,Wed_Mar__6_22_21_27_2024
911,Neither,Uniform,1,0,0.9947064,0.9609484,0.9775361,Wed_Mar__6_22_21_29_2024
912,Neither,Uniform,100,0,1.0,0.9523619,0.9755998,Wed_Mar__6_22_21_35_2024
913,Neither,Uniform,1,0,0.9942029,0.9567643,0.9751244,Fri_Mar__8_09_13_10_2024
914,Neither,Uniform,100,0,1.0,0.9526288,0.9757398,Fri_Mar__8_09_13_15_2024
915,Neither,Uniform,100,1,1.0,0.7724847,0.8716404,Mon_Feb_12_10_14_00_2024
916,Neither,Uniform,0.1,0,0.278481,0.9519231,0.4309032,Wed_Mar__6_22_21_29_2024
917,Neither,Uniform,8,1,0.9984843,0.7960725,0.8858632,Wed_Mar__6_22_21_47_2024
918,Neither,Uniform,8,1,0.9984765,0.791994,0.8833291,Fri_Mar__8_09_11_45_2024
919,Neither,Uniform,8,1,0.9975191,0.789577,0.8814503,Mon_Feb_19_22_34_09_2024
920,Neither,Uniform,0.1,1,0.2418398,0.7799043,0.3691959,Wed_Mar__6_22_21_42_2024
921,Neither,Uniform,100,0,1.0,0.9527622,0.9758098,Mon_Feb_12_10_13_43_2024
922,Neither,Uniform,100,1,1.0,0.7740859,0.8726589,Fri_Mar__8_09_11_48_2024
923,Neither,Uniform,1,1,0.9663664,0.7442183,0.8408675,Wed_Mar__6_22_21_44_2024
924,Neither,Uniform,100,1,0.9998265,0.7691487,0.8694472,Wed_Mar__6_22_21_50_2024
925,Neither,Uniform,1,0,0.9951691,0.9576941,0.976072,Wed_Mar__6_22_21_32_2024
926,Neither,Uniform,1,0,0.9956564,0.9590888,0.9770305,Fri_Mar__8_09_11_28_2024
927,Neither,Uniform,1,0,0.9956522,0.958159,0.9765458,Mon_Feb_12_10_13_33_2024
928,Neither,Uniform,100,0,1.0,0.9531625,0.9760197,Wed_Mar__6_22_21_36_2024
929,Neither,Uniform,8,1,0.9982909,0.7941088,0.8845701,Mon_Feb_19_22_26_21_2024
930,Neither,Uniform,100,0,1.0,0.9519616,0.9753897,Fri_Mar__8_09_11_33_2024
931,Neither,Uniform,1,1,0.9636689,0.7483811,0.8424889,Fri_Mar__8_09_11_41_2024
932,Neither,Uniform,8,0,1.0,0.9506435,0.9746973,Wed_Mar__6_22_21_34_2024
933,Neither,Uniform,0.1,0,0.2820513,0.9519231,0.4351648,Mon_Feb_12_10_13_31_2024
934,Neither,Uniform,0.1,1,0.2422452,0.784689,0.3702032,Fri_Feb_23_22_36_12_2024
935,Neither,Uniform,8,0,1.0,0.9495836,0.9741399,Mon_Feb_12_10_13_40_2024
936,Neither,Uniform,0.1,0,0.2824536,0.9519231,0.4356436,Fri_Mar__8_09_11_25_2024
937,Neither,Uniform,1,1,0.9584323,0.746531,0.8393136,Fri_Feb_23_22_36_13_2024
938,Neither,Uniform,0.1,1,0.2443439,0.7751196,0.3715596,Fri_Mar__8_09_11_36_2024
939,Neither,Uniform,8,0,1.0,0.949735,0.9742196,Fri_Mar__8_09_11_31_2024
940,Neither,Uniform,0.1,0,0.2804533,0.9519231,0.4332604,Wed_Mar__6_22_21_36_2024
941,Neither,Uniform,8,1,0.9984747,0.7910876,0.8827644,Fri_Mar__8_10_44_22_2024
942,Neither,Uniform,1,1,0.9613325,0.7474561,0.8410096,Fri_Mar__8_10_44_17_2024
943,Neither,Uniform,100,0,1.0,0.9527622,0.9758098,Wed_Mar__6_22_21_46_2024
944,Neither,Uniform,8,1,0.9980945,0.7912387,0.8827098,Wed_Mar__6_22_21_55_2024
945,Neither,Uniform,8,0,1.0,0.9491294,0.9739009,Fri_Mar__8_10_44_03_2024
946,Neither,Uniform,0.1,0,0.2773109,0.9519231,0.4295011,Fri_Mar__8_10_43_56_2024
947,Neither,Uniform,0.1,1,0.2400589,0.7799043,0.3671171,Wed_Mar__6_22_21_49_2024
948,Neither,Uniform,1,0,0.9956501,0.9576941,0.9763033,Fri_Mar__8_10_43_57_2024
949,Neither,Uniform,1,1,0.9628965,0.7442183,0.8395513,Wed_Mar__6_22_21_52_2024
950,Neither,Uniform,8,0,1.0,0.9498864,0.9742992,Wed_Mar__6_22_21_43_2024
951,Neither,Uniform,1,0,0.9961297,0.9572292,0.9762921,Wed_Mar__6_22_21_39_2024
952,Neither,Uniform,100,1,0.9998272,0.7720843,0.8713199,Fri_Mar__8_10_44_26_2024
953,Neither,Uniform,0.1,1,0.242921,0.7799043,0.3704545,Fri_Mar__8_10_44_12_2024
954,Neither,Uniform,100,0,1.0,0.9523619,0.9755998,Fri_Mar__8_10_44_08_2024
955,Neither,Uniform,100,1,0.9998272,0.7719509,0.8712349,Wed_Mar__6_22_21_59_2024
956,Neither,Uniform,0.1,1,0.242921,0.7799043,0.3704545,Wed_Mar__6_22_22_07_2024
957,Neither,Uniform,1,1,0.965311,0.746531,0.8419405,Wed_Mar__6_22_22_17_2024
958,Neither,Uniform,8,0,1.0,0.949735,0.9742196,Wed_Mar_13_00_50_53_2024
959,Neither,Uniform,1,0,0.9946809,0.9562994,0.9751126,Wed_Mar_13_00_50_48_2024
960,Neither,Uniform,8,1,0.9984776,0.7925982,0.8837053,Wed_Mar__6_22_22_23_2024
961,Neither,Uniform,1,1,0.9659295,0.7474561,0.842764,Fri_Mar__8_14_10_50_2024
962,Neither,Uniform,8,0,1.0,0.9500379,0.9743789,Wed_Mar__6_22_22_00_2024
963,Neither,Uniform,100,0,1.0,0.9523619,0.9755998,Wed_Mar_13_00_51_02_2024
964,Neither,Uniform,100,1,0.999827,0.7712837,0.8708098,Wed_Mar__6_22_22_28_2024
965,Neither,Uniform,100,0,1.0,0.9523619,0.9755998,Fri_Mar__8_14_10_42_2024
966,Neither,Uniform,0.1,1,0.2444113,0.784689,0.3727273,Fri_Mar__8_14_10_47_2024
967,Neither,Uniform,0.1,0,0.2840746,0.9519231,0.4375691,Fri_Mar__8_14_10_33_2024
968,Neither,Uniform,8,0,1.0,0.9501893,0.9744585,Fri_Mar__8_14_10_37_2024
969,Neither,Uniform,1,0,0.9956543,0.9586239,0.9767883,Fri_Mar__8_14_10_35_2024
970,Neither,Uniform,0.1,0,0.2820513,0.9519231,0.4351648,Wed_Mar__6_22_21_52_2024
971,Neither,Uniform,100,0,1.0,0.9516947,0.9752496,Wed_Mar__6_22_22_04_2024
972,Neither,Uniform,100,1,0.9998271,0.7715506,0.8709799,Fri_Mar__8_14_10_57_2024
973,Neither,Uniform,1,0,0.9956564,0.9590888,0.9770305,Wed_Mar__6_22_21_55_2024
974,Neither,Uniform,8,1,0.9979115,0.7939577,0.8843274,Fri_Mar__8_14_10_54_2024
975,No Empiri,BNBD4,100,1,0.9977291,0.82079,0.9006516,Fri_Mar__8_14_25_26_2024
976,No Empiri,BNBD4,8,0,1.0,0.9514005,0.975095,Wed_Mar__6_22_22_51_2024
977,No Empiri,BNBD4,1,1,0.9831776,0.7298797,0.837802,Wed_Mar__6_22_23_17_2024
978,No Empiri,BNBD4,1,0,0.9980573,0.9553696,0.976247,Fri_Mar__8_14_25_06_2024
979,No Empiri,BNBD4,1,0,0.9975752,0.9562994,0.9765013,Wed_Mar__6_22_22_46_2024
980,No Empiri,BNBD4,8,1,0.9965322,0.8247734,0.9025539,Fri_Mar__8_14_25_23_2024
981,No Empiri,BNBD4,100,1,0.9970874,0.8222578,0.9012725,Wed_Mar__6_22_23_29_2024
982,No Empiri,BNBD4,0.1,1,0.9620253,0.7272727,0.8283379,Fri_Mar__8_14_25_16_2024
983,No Empiri,BNBD4,8,0,1.0,0.9510977,0.974936,Fri_Mar__8_14_25_09_2024
984,No Empiri,BNBD4,0.1,0,0.9851485,0.9567308,0.9707317,Wed_Mar__6_22_22_47_2024
985,No Empiri,BNBD4,100,0,1.0,0.9538297,0.9763693,Fri_Mar__8_14_25_11_2024
986,No Empiri,BNBD4,100,0,1.0,0.9538297,0.9763693,Wed_Mar__6_22_23_03_2024
987,No Empiri,BNBD4,8,1,0.9959781,0.8229607,0.9012407,Wed_Mar__6_22_23_23_2024
988,No Empiri,BNBD4,0.1,1,0.9503106,0.7320574,0.827027,Wed_Mar__6_22_23_10_2024
989,No Empiri,BNBD4,0.1,0,0.9753695,0.9519231,0.9635036,Fri_Mar__8_14_25_04_2024
990,No Empiri,BNBD4,1,1,0.978882,0.7289547,0.835631,Fri_Mar__8_14_25_19_2024
991,No Empiri,BNBD4,0.1,0,0.9753695,0.9519231,0.9635036,Mon_Feb_12_10_13_25_2024
992,No Empiri,BNBD4,1,1,0.9775841,0.7261795,0.8333333,Fri_Mar__8_06_39_07_2024
993,No Empiri,BNBD4,0.1,0,0.9850746,0.9519231,0.9682152,Wed_Mar__6_22_22_44_2024
994,No Empiri,BNBD4,1,0,0.9975752,0.9562994,0.9765013,Fri_Mar__8_06_38_51_2024
995,No Empiri,BNBD4,0.1,1,0.9496855,0.722488,0.8206522,Fri_Mar__8_06_39_03_2024
996,No Empiri,BNBD4,1,1,0.9787765,0.7252544,0.8331562,Wed_Mar__6_22_23_02_2024
997,No Empiri,BNBD4,8,1,0.9950712,0.8234139,0.9011407,Fri_Mar__8_06_39_11_2024
998,No Empiri,BNBD4,100,0,1.0,0.9538297,0.9763693,Mon_Feb_12_10_13_36_2024
999,No Empiri,BNBD4,100,0,1.0,0.9538297,0.9763693,Wed_Mar__6_22_22_54_2024
1000,No Empiri,BNBD4,8,0,1.0,0.9510977,0.974936,Wed_Mar__6_22_22_50_2024
1001,No Empiri,BNBD4,8,1,0.9956443,0.8287009,0.9045342,Mon_Feb_19_22_37_48_2024
1002,No Empiri,BNBD4,100,1,0.9970798,0.8201228,0.8999854,Wed_Mar__6_22_23_08_2024
1003,No Empiri,BNBD4,1,1,0.974423,0.7224792,0.8297477,Mon_Feb_19_22_37_43_2024
1004,No Empiri,BNBD4,0.1,0,0.980198,0.9519231,0.9658537,Fri_Mar__8_06_38_48_2024
1005,No Empiri,BNBD4,100,1,0.9967559,0.8199893,0.899773,Fri_Mar__8_06_39_14_2024
1006,No Empiri,BNBD4,0.1,1,0.95,0.7272727,0.8238482,Mon_Feb_19_22_37_38_2024
1007,No Empiri,BNBD4,8,1,0.9965322,0.8247734,0.9025539,Wed_Mar__6_22_23_05_2024
1008,No Empiri,BNBD4,100,0,1.0,0.9534294,0.9761596,Fri_Mar__8_06_38_59_2024
1009,No Empiri,BNBD4,8,0,1.0,0.9514005,0.975095,Fri_Mar__8_06_38_56_2024
1010,No Empiri,BNBD4,8,0,1.0,0.9510977,0.974936,Mon_Feb_12_10_13_30_2024
1011,No Empiri,BNBD4,1,0,0.9961409,0.9600186,0.9777462,Mon_Feb_12_10_13_28_2024
1012,No Empiri,BNBD4,1,0,0.998063,0.958159,0.977704,Wed_Mar__6_22_22_48_2024
1013,No Empiri,BNBD4,100,1,0.9966091,0.8235922,0.9018777,Mon_Feb_19_22_37_52_2024
1014,No Empiri,BNBD4,0.1,1,0.9620253,0.7272727,0.8283379,Wed_Mar__6_22_22_55_2024
1015,No Empiri,BNBD4,100,1,0.9980608,0.824126,0.902792,Sun_Mar_10_04_23_09_2024
1016,No Empiri,BNBD4,8,1,0.9978046,0.8238671,0.9025319,Sun_Mar_10_04_23_04_2024
1017,No Empiri,BNBD4,8,0,1.0,0.9506435,0.9746973,Fri_Mar__8_10_50_33_2024
1018,No Empiri,BNBD4,0.1,1,0.94375,0.722488,0.8184282,Fri_Mar__8_10_50_52_2024
1019,No Empiri,BNBD4,100,1,0.9975637,0.819589,0.8998608,Fri_Mar__8_10_51_14_2024
1020,No Empiri,BNBD4,100,0,1.0,0.9542301,0.976579,Fri_Mar__8_10_50_37_2024
1021,No Empiri,BNBD4,1,0,0.9966036,0.9549047,0.9753086,Fri_Mar__8_10_50_29_2024
1022,No Empiri,BNBD4,1,1,0.9793363,0.7234043,0.8321362,Sun_Mar_10_04_22_59_2024
1023,No Empiri,BNBD4,8,0,1.0,0.9515519,0.9751746,Wed_Mar__6_22_23_13_2024
1024,No Empiri,BNBD4,0.1,0,0.9753695,0.9519231,0.9635036,Wed_Mar__6_22_22_59_2024
1025,No Empiri,BNBD4,8,0,1.0,0.9514005,0.975095,Sun_Mar_10_04_22_42_2024
1026,No Empiri,BNBD4,0.1,0,0.9658537,0.9519231,0.9588378,Sun_Mar_10_04_22_36_2024
1027,No Empiri,BNBD4,1,1,0.9776119,0.7271045,0.8339523,Fri_Mar__8_10_51_00_2024
1028,No Empiri,BNBD4,100,0,1.0,0.9542301,0.976579,Wed_Mar__6_22_23_08_2024
1029,No Empiri,BNBD4,100,0,1.0,0.9530291,0.9759497,Sun_Mar_10_04_22_51_2024
1030,No Empiri,BNBD4,8,1,0.9938238,0.826435,0.902433,Fri_Mar__8_10_51_09_2024
1031,No Empiri,BNBD4,1,0,0.99662,0.9595537,0.9777357,Sun_Mar_10_04_22_40_2024
1032,No Empiri,BNBD4,0.1,0,0.980198,0.9519231,0.9658537,Fri_Mar__8_10_50_23_2024
1033,No Empiri,BNBD4,0.1,1,0.9620253,0.7272727,0.8283379,Sun_Mar_10_04_22_55_2024
1034,No Empiri,BNBD4,1,0,0.9975775,0.9572292,0.976987,Wed_Mar__6_22_23_07_2024
1035,No Empiri,BNBD4,0.1,1,0.9617834,0.722488,0.8251366,Wed_Mar__6_22_23_04_2024
1036,No Empiri,BNBD4,1,0,0.9961353,0.9586239,0.9770197,Wed_Mar__6_22_22_57_2024
1037,No Empiri,BNBD4,8,1,0.9959685,0.820997,0.900058,Wed_Mar_13_00_52_30_2024
1038,No Empiri,BNBD4,100,1,0.9964419,0.8221244,0.9009286,Wed_Mar__6_22_23_12_2024
1039,No Empiri,BNBD4,1,1,0.9806974,0.7284921,0.8359873,Thu_Mar_14_11_41_40_2024
1040,No Empiri,BNBD4,1,1,0.9825,0.7271045,0.8357257,Wed_Mar__6_22_23_07_2024
1041,No Empiri,BNBD4,8,0,0.9998408,0.9509463,0.9747808,Thu_Mar_14_11_41_29_2024
1042,No Empiri,BNBD4,100,0,1.0,0.9534294,0.9761596,Wed_Mar__6_22_23_02_2024
1043,No Empiri,BNBD4,0.1,0,0.9753695,0.9519231,0.9635036,Wed_Mar_13_00_52_11_2024
1044,No Empiri,BNBD4,8,0,1.0,0.9498864,0.9742992,Wed_Mar_13_00_52_16_2024
1045,No Empiri,BNBD4,100,0,1.0,0.9542301,0.976579,Fri_Mar_15_21_23_10_2024
1046,No Empiri,BNBD4,100,0,1.0,0.9534294,0.9761596,Fri_Mar__8_04_02_23_2024
1047,No Empiri,BNBD4,0.1,1,0.9617834,0.722488,0.8251366,Thu_Mar_14_11_41_37_2024
1048,No Empiri,BNBD4,100,0,1.0,0.9538297,0.9763693,Wed_Mar_13_00_52_19_2024
1049,No Empiri,BNBD4,0.1,0,0.980198,0.9519231,0.9658537,Fri_Mar__8_04_02_14_2024
1050,No Empiri,BNBD4,1,1,0.9812265,0.7252544,0.8340426,Wed_Mar_13_00_52_23_2024
1051,No Empiri,BNBD4,100,1,0.9970963,0.8247932,0.902797,Fri_Mar__8_04_02_34_2024
1052,No Empiri,BNBD4,8,1,0.9967129,0.8244713,0.9024471,Fri_Mar__8_04_02_32_2024
1053,No Empiri,BNBD4,0.1,0,0.980198,0.9519231,0.9658537,Thu_Mar_14_11_41_26_2024
1054,No Empiri,BNBD4,8,0,1.0,0.9510977,0.974936,Wed_Mar__6_22_22_58_2024
1055,No Empiri,BNBD4,8,1,0.9963669,0.8285498,0.9047423,Wed_Mar__6_22_23_09_2024
1056,No Empiri,BNBD4,1,0,0.9966134,0.9576941,0.9767662,Fri_Mar__8_04_02_16_2024
1057,No Empiri,BNBD4,0.1,1,0.9620253,0.7272727,0.8283379,Fri_Mar__8_04_02_25_2024
1058,No Empiri,BNBD4,1,1,0.981841,0.7252544,0.8342644,Fri_Mar__8_04_02_29_2024
1059,No Empiri,BNBD4,8,0,1.0,0.9515519,0.9751746,Fri_Mar__8_04_02_18_2024
1060,No Empiri,BNBD4,100,1,0.9977287,0.8206565,0.9005711,Fri_Mar_15_21_23_25_2024
