,model,cluster_size,num_iter,duplicates_level,distortion_level,precision,recall,f1score,date
154,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_16_59_57_2024
156,Both,2,50000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_03_20_15_2024
185,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_17_00_14_2024
187,Both,2,50000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_06_07_39_2024
188,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_22_11_52_2024
193,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_13_55_34_2024
196,Both,2,50000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_03_28_19_2024
198,Both,2,50000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_00_50_07_2024
207,Both,2,50000,Low,High,1.0,0.7333333,0.8461538,Tue_Mar__5_19_35_44_2024
245,Both,2,50000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_03_55_32_2024
251,Both,2,50000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_06_33_03_2024
252,Both,2,50000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_01_19_07_2024
260,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_19_59_24_2024
261,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_17_26_28_2024
262,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_22_37_38_2024
263,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_13_56_08_2024
298,Both,2,50000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_06_41_29_2024
302,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_20_05_15_2024
303,Both,2,50000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_04_03_17_2024
306,Both,2,50000,Low,High,1.0,0.7333333,0.8461538,Wed_Mar__6_01_25_26_2024
307,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_13_56_19_2024
312,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_22_45_15_2024
319,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_17_26_58_2024
348,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_20_20_06_2024
349,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_22_57_13_2024
352,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_19_00_02_2024
353,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_17_33_30_2024
356,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_21_40_32_2024
363,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_16_06_23_2024
371,Both,2,50000,Low,High,1.0,0.7166667,0.8349515,Tue_Mar__5_13_56_29_2024
404,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_22_56_48_2024
406,Both,2,50000,Low,High,1.0,0.75,0.8571429,Tue_Mar__5_20_17_38_2024
33,Both,2,50000,Medium,High,0.9917695,0.4948665,0.660274,Wed_Mar__6_03_44_26_2024
34,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_13_55_15_2024
38,Both,2,50000,Medium,High,0.9958506,0.4928131,0.6593407,Wed_Mar__6_07_09_05_2024
41,Both,2,50000,Medium,High,0.9958678,0.4948665,0.6611797,Wed_Mar__6_00_21_34_2024
44,Both,2,50000,Medium,High,0.9917695,0.4948665,0.660274,Tue_Mar__5_20_56_41_2024
47,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_17_27_54_2024
86,Both,2,50000,Medium,High,0.9917695,0.4948665,0.660274,Tue_Mar__5_16_58_23_2024
89,Both,2,50000,Medium,High,0.9958506,0.4928131,0.6593407,Wed_Mar__6_06_41_42_2024
90,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Wed_Mar__6_01_20_58_2024
93,Both,2,50000,Medium,High,0.9958506,0.4928131,0.6593407,Tue_Mar__5_13_55_12_2024
95,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_22_33_01_2024
100,Both,2,50000,Medium,High,0.9917695,0.4948665,0.660274,Wed_Mar__6_04_06_05_2024
105,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_19_47_56_2024
133,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_13_55_22_2024
134,Both,2,50000,Medium,High,0.9917695,0.4948665,0.660274,Tue_Mar__5_17_00_04_2024
137,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Wed_Mar__6_05_54_16_2024
146,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_22_08_24_2024
147,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Wed_Mar__6_03_20_17_2024
149,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Wed_Mar__6_00_47_35_2024
157,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_19_35_23_2024
192,Both,2,50000,Medium,High,0.9917012,0.4907598,0.6565934,Tue_Mar__5_17_00_19_2024
197,Both,2,50000,Medium,High,0.9917012,0.4907598,0.6565934,Wed_Mar__6_06_07_42_2024
199,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Wed_Mar__6_00_50_10_2024
202,Both,2,50000,Medium,High,0.9958506,0.4928131,0.6593407,Tue_Mar__5_19_35_46_2024
204,Both,2,50000,Medium,High,0.9917012,0.4907598,0.6565934,Tue_Mar__5_22_11_55_2024
206,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Wed_Mar__6_03_28_22_2024
211,Both,2,50000,Medium,High,0.9958506,0.4928131,0.6593407,Tue_Mar__5_13_55_36_2024
236,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_17_26_30_2024
239,Both,2,50000,Medium,High,0.9958678,0.4948665,0.6611797,Wed_Mar__6_01_19_08_2024
242,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Wed_Mar__6_03_55_34_2024
250,Both,2,50000,Medium,High,0.9917695,0.4948665,0.660274,Tue_Mar__5_22_37_39_2024
254,Both,2,50000,Medium,High,0.9917695,0.4948665,0.660274,Tue_Mar__5_19_59_27_2024
256,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_13_56_09_2024
257,Both,2,50000,Medium,High,0.9918033,0.4969199,0.6621067,Wed_Mar__6_06_33_05_2024
292,Both,2,50000,Medium,High,0.9917695,0.4948665,0.660274,Tue_Mar__5_22_45_16_2024
294,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_20_05_17_2024
297,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_17_27_00_2024
305,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Wed_Mar__6_01_25_28_2024
313,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_13_56_21_2024
314,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Wed_Mar__6_04_03_19_2024
315,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Wed_Mar__6_06_41_30_2024
358,Both,2,50000,Medium,High,0.9917012,0.4907598,0.6565934,Tue_Mar__5_16_06_26_2024
364,Both,2,50000,Medium,High,0.9958678,0.4948665,0.6611797,Tue_Mar__5_19_00_04_2024
365,Both,2,50000,Medium,High,0.9958506,0.4928131,0.6593407,Tue_Mar__5_13_56_31_2024
367,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_20_20_07_2024
368,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_21_40_34_2024
372,Both,2,50000,Medium,High,0.9917012,0.4907598,0.6565934,Tue_Mar__5_17_33_33_2024
374,Both,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_22_57_15_2024
405,Both,2,50000,Medium,High,0.9958506,0.4928131,0.6593407,Tue_Mar__5_13_56_48_2024
407,Both,2,50000,Medium,High,0.9958506,0.4928131,0.6593407,Tue_Mar__5_20_17_40_2024
26,Both,2,50000,Very High,High,0.9954233,0.2917505,0.4512448,Wed_Mar__6_03_44_31_2024
27,Both,2,50000,Very High,High,0.9954649,0.2944333,0.4544513,Wed_Mar__6_00_21_42_2024
28,Both,2,50000,Very High,High,0.9954233,0.2917505,0.4512448,Tue_Mar__5_17_28_06_2024
30,Both,2,50000,Very High,High,0.9954128,0.2910798,0.4504411,Tue_Mar__5_20_56_46_2024
36,Both,2,50000,Very High,High,0.9954233,0.2917505,0.4512448,Wed_Mar__6_07_09_13_2024
39,Both,2,50000,Very High,High,0.9954545,0.2937626,0.453651,Tue_Mar__5_13_55_20_2024
83,Both,2,50000,Very High,High,1.0,0.2924212,0.4525169,Tue_Mar__5_13_55_16_2024
91,Both,2,50000,Very High,High,1.0,0.2930919,0.4533195,Tue_Mar__5_16_58_33_2024
92,Both,2,50000,Very High,High,1.0,0.2937626,0.4541213,Tue_Mar__5_22_33_05_2024
101,Both,2,50000,Very High,High,1.0,0.2944333,0.4549223,Tue_Mar__5_19_48_00_2024
104,Both,2,50000,Very High,High,0.9977064,0.2917505,0.451479,Wed_Mar__6_06_41_46_2024
106,Both,2,50000,Very High,High,1.0,0.2924212,0.4525169,Wed_Mar__6_04_06_10_2024
107,Both,2,50000,Very High,High,0.9977169,0.2930919,0.4530845,Wed_Mar__6_01_21_03_2024
139,Both,2,50000,Very High,High,1.0,0.2937626,0.4541213,Tue_Mar__5_13_55_29_2024
143,Both,2,50000,Very High,High,1.0,0.2930919,0.4533195,Wed_Mar__6_03_20_21_2024
145,Both,2,50000,Very High,High,0.9931818,0.2930919,0.4526152,Tue_Mar__5_19_35_28_2024
151,Both,2,50000,Very High,High,1.0,0.2937626,0.4541213,Wed_Mar__6_00_47_40_2024
153,Both,2,50000,Very High,High,0.9977273,0.2944333,0.4546867,Tue_Mar__5_22_08_28_2024
155,Both,2,50000,Very High,High,1.0,0.2930919,0.4533195,Wed_Mar__6_05_54_20_2024
158,Both,2,50000,Very High,High,1.0,0.2937626,0.4541213,Tue_Mar__5_17_00_12_2024
184,Both,2,50000,Very High,High,0.9976852,0.2890677,0.4482579,Tue_Mar__5_17_00_25_2024
191,Both,2,50000,Very High,High,1.0,0.2937626,0.4541213,Wed_Mar__6_00_50_16_2024
201,Both,2,50000,Very High,High,0.9977221,0.2937626,0.453886,Wed_Mar__6_06_07_46_2024
203,Both,2,50000,Very High,High,1.0,0.2930919,0.4533195,Tue_Mar__5_13_55_41_2024
205,Both,2,50000,Very High,High,0.9931973,0.2937626,0.4534161,Tue_Mar__5_19_35_51_2024
208,Both,2,50000,Very High,High,0.9954545,0.2937626,0.453651,Tue_Mar__5_22_11_59_2024
210,Both,2,50000,Very High,High,0.9931663,0.2924212,0.4518135,Wed_Mar__6_03_28_26_2024
237,Both,2,50000,Very High,High,0.9954233,0.2917505,0.4512448,Tue_Mar__5_17_26_36_2024
240,Both,2,50000,Very High,High,0.9977273,0.2944333,0.4546867,Tue_Mar__5_22_37_43_2024
241,Both,2,50000,Very High,High,1.0,0.2957746,0.4565217,Tue_Mar__5_13_56_14_2024
244,Both,2,50000,Very High,High,0.9977117,0.2924212,0.4522822,Wed_Mar__6_01_19_13_2024
253,Both,2,50000,Very High,High,0.9954545,0.2937626,0.453651,Wed_Mar__6_06_33_09_2024
258,Both,2,50000,Very High,High,1.0,0.2944333,0.4549223,Wed_Mar__6_03_55_39_2024
259,Both,2,50000,Very High,High,0.9977169,0.2930919,0.4530845,Tue_Mar__5_19_59_31_2024
293,Both,2,50000,Very High,High,0.9977324,0.295104,0.4554865,Wed_Mar__6_04_03_23_2024
299,Both,2,50000,Very High,High,0.9977117,0.2924212,0.4522822,Tue_Mar__5_22_45_21_2024
300,Both,2,50000,Very High,High,1.0,0.2917505,0.4517134,Wed_Mar__6_06_41_34_2024
301,Both,2,50000,Very High,High,0.9954338,0.2924212,0.4520477,Tue_Mar__5_13_56_25_2024
309,Both,2,50000,Very High,High,0.9977221,0.2937626,0.453886,Tue_Mar__5_20_05_21_2024
310,Both,2,50000,Very High,High,0.9977117,0.2924212,0.4522822,Tue_Mar__5_17_27_04_2024
311,Both,2,50000,Very High,High,0.9977169,0.2930919,0.4530845,Wed_Mar__6_01_25_34_2024
354,Both,2,50000,Very High,High,1.0,0.2910798,0.4509091,Tue_Mar__5_16_06_31_2024
355,Both,2,50000,Very High,High,0.9954545,0.2937626,0.453651,Tue_Mar__5_20_20_10_2024
357,Both,2,50000,Very High,High,0.9932127,0.2944333,0.4542162,Tue_Mar__5_21_40_36_2024
360,Both,2,50000,Very High,High,1.0,0.2944333,0.4549223,Tue_Mar__5_13_56_35_2024
362,Both,2,50000,Very High,High,0.9977273,0.2944333,0.4546867,Tue_Mar__5_19_00_07_2024
370,Both,2,50000,Very High,High,0.9954128,0.2910798,0.4504411,Tue_Mar__5_17_33_37_2024
375,Both,2,50000,Very High,High,1.0,0.2937626,0.4541213,Tue_Mar__5_22_57_19_2024
409,Both,2,50000,Very High,High,0.9954442,0.2930919,0.4528497,Tue_Mar__5_18_58_22_2024
411,Both,2,50000,Very High,High,1.0,0.2924212,0.4525169,Tue_Mar__5_21_38_30_2024
1910,Both,10,10000,High,Low,1.0,0.9392971,0.9686985,Wed_Mar__6_11_46_08_2024
1918,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_22_40_2024
1920,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_11_23_47_2024
1921,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_11_34_51_2024
1924,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_11_57_39_2024
1929,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_34_56_2024
1930,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_10_11_2024
1964,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_31_50_2024
1967,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_46_45_2024
1969,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_20_27_2024
1972,Both,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_11_24_00_2024
1973,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_09_13_2024
1976,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_11_36_04_2024
1981,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_58_05_2024
2021,Both,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_12_08_36_2024
2024,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_36_04_2024
2030,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_11_46_22_2024
2033,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_11_57_19_2024
2034,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_31_04_2024
2037,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_12_19_55_2024
2044,Both,10,10000,High,Low,0.9974446,0.9353035,0.9653751,Wed_Mar__6_11_24_08_2024
2078,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_11_37_03_2024
2080,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_24_18_2024
2081,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_34_57_2024
2082,Both,10,10000,High,Low,1.0,0.9408946,0.9695473,Wed_Mar__6_11_59_12_2024
2089,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_24_20_2024
2095,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_11_48_37_2024
2098,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_11_35_2024
2139,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_13_39_29_2024
2147,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_09_05_2024
2148,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_12_07_09_2024
2150,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_37_43_2024
2153,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_14_05_45_2024
2155,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_11_25_26_2024
2160,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_14_31_13_2024
2196,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_45_44_2024
2198,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_13_10_55_2024
2200,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_53_04_2024
2205,Both,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_14_01_50_2024
2206,Both,10,10000,High,Low,1.0,0.9408946,0.9695473,Wed_Mar__6_13_37_14_2024
2208,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_11_25_21_2024
2210,Both,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_12_18_35_2024
2242,Both,10,10000,High,Low,1.0,0.9392971,0.9686985,Wed_Mar__6_13_07_44_2024
2248,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_46_52_2024
2249,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_25_53_2024
2254,Both,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_12_04_42_2024
2256,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_29_58_2024
2258,Both,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_11_44_27_2024
2262,Both,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_25_26_2024
2297,Both,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_48_29_2024
1912,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_57_35_2024
1915,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_34_51_2024
1916,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_23_43_2024
1917,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_22_36_2024
1919,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_10_06_2024
1925,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_34_47_2024
1926,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_46_05_2024
1965,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_46_41_2024
1968,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_31_47_2024
1971,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_35_58_2024
1980,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_23_55_2024
1982,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_20_23_2024
1984,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_57_58_2024
1988,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_09_10_2024
2026,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_08_31_2024
2027,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_30_59_2024
2031,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_57_15_2024
2036,Both,10,10000,Low,Low,1.0,0.952381,0.9756098,Wed_Mar__6_11_24_04_2024
2040,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_35_55_2024
2045,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_19_50_2024
2046,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_46_18_2024
2077,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_24_13_2024
2079,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_36_58_2024
2084,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_24_17_2024
2085,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_59_09_2024
2086,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_34_52_2024
2091,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_11_30_2024
2102,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_48_31_2024
2136,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_25_15_2024
2141,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_37_39_2024
2142,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_13_08_58_2024
2146,Both,10,10000,Low,Low,1.0,0.952381,0.9756098,Wed_Mar__6_12_07_06_2024
2154,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_13_39_13_2024
2156,Both,10,10000,Low,Low,1.0,0.952381,0.9756098,Wed_Mar__6_14_05_36_2024
2157,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_31_08_2024
2188,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_18_27_2024
2190,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_45_38_2024
2201,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_52_54_2024
2203,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_25_11_2024
2209,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_13_37_08_2024
2212,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_13_10_47_2024
2213,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_01_46_2024
2247,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_13_07_36_2024
2250,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_04_35_2024
2251,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_44_23_2024
2252,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_46_46_2024
2253,Both,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_25_19_2024
2257,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_25_45_2024
2264,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_13_29_53_2024
2299,Both,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_14_59_2024
1907,Both,10,10000,Medium,Low,1.0,0.9272727,0.9622642,Wed_Mar__6_12_34_53_2024
1908,Both,10,10000,Medium,Low,1.0,0.9272727,0.9622642,Wed_Mar__6_11_46_06_2024
1909,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_22_37_2024
1911,Both,10,10000,Medium,Low,0.9934783,0.9232323,0.9570681,Wed_Mar__6_12_10_08_2024
1931,Both,10,10000,Medium,Low,1.0,0.9272727,0.9622642,Wed_Mar__6_11_57_37_2024
1932,Both,10,10000,Medium,Low,1.0,0.9333333,0.9655172,Wed_Mar__6_11_34_48_2024
1933,Both,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_11_23_45_2024
1970,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_36_02_2024
1975,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_46_43_2024
1978,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_58_02_2024
1985,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_20_24_2024
1986,Both,10,10000,Medium,Low,1.0,0.9272727,0.9622642,Wed_Mar__6_11_23_57_2024
1989,Both,10,10000,Medium,Low,1.0,0.9272727,0.9622642,Wed_Mar__6_12_31_48_2024
1990,Both,10,10000,Medium,Low,1.0,0.9292929,0.9633508,Wed_Mar__6_12_09_11_2024
2019,Both,10,10000,Medium,Low,1.0,0.9212121,0.9589905,Wed_Mar__6_11_24_06_2024
2020,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_57_17_2024
2029,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_19_53_2024
2032,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_31_02_2024
2038,Both,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_11_46_20_2024
2041,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_08_33_2024
2043,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_36_01_2024
2075,Both,10,10000,Medium,Low,0.997807,0.9191919,0.9568875,Wed_Mar__6_12_24_19_2024
2076,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_11_32_2024
2087,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_48_34_2024
2090,Both,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_34_55_2024
2093,Both,10,10000,Medium,Low,1.0,0.9292929,0.9633508,Wed_Mar__6_11_24_15_2024
2099,Both,10,10000,Medium,Low,0.9956427,0.9232323,0.9580713,Wed_Mar__6_11_59_10_2024
2100,Both,10,10000,Medium,Low,1.0,0.9272727,0.9622642,Wed_Mar__6_11_37_00_2024
2131,Both,10,10000,Medium,Low,0.9978261,0.9272727,0.9612565,Wed_Mar__6_14_31_10_2024
2132,Both,10,10000,Medium,Low,1.0,0.9272727,0.9622642,Wed_Mar__6_13_08_59_2024
2134,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_25_22_2024
2135,Both,10,10000,Medium,Low,1.0,0.9252525,0.9611752,Wed_Mar__6_13_39_21_2024
2144,Both,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_07_10_2024
2158,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_14_05_41_2024
2161,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_37_39_2024
2187,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_13_37_11_2024
2189,Both,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_45_42_2024
2192,Both,10,10000,Medium,Low,1.0,0.9292929,0.9633508,Wed_Mar__6_11_52_58_2024
