,model,cluster_size,num_iter,duplicates_level,distortion_level,precision,recall,f1score,date
1761,No Empirical,2,10000,Low,Low,0.9655172,0.8888889,0.9256198,Wed_Mar__6_17_11_14_2024
1764,No Empirical,2,10000,Low,Low,0.9655172,0.8888889,0.9256198,Wed_Mar__6_13_49_24_2024
1766,No Empirical,2,10000,Low,Low,0.9824561,0.8888889,0.9333333,Wed_Mar__6_12_09_16_2024
1769,No Empirical,2,10000,Low,Low,0.9655172,0.8888889,0.9256198,Wed_Mar__6_11_26_36_2024
1783,No Empirical,2,10000,Low,Low,0.9655172,0.8888889,0.9256198,Wed_Mar__6_10_03_33_2024
1792,No Empirical,2,10000,Low,Low,0.9655172,0.8888889,0.9256198,Wed_Mar__6_10_44_50_2024
1799,No Empirical,2,10000,Low,Low,0.9824561,0.8888889,0.9333333,Wed_Mar__6_14_31_41_2024
1844,No Empirical,2,10000,Low,Low,1.0,0.8888889,0.9411765,Wed_Mar__6_16_19_34_2024
1855,No Empirical,2,10000,Low,Low,0.9491525,0.8888889,0.9180328,Wed_Mar__6_10_03_48_2024
1858,No Empirical,2,10000,Low,Low,0.9824561,0.8888889,0.9333333,Wed_Mar__6_10_48_40_2024
1869,No Empirical,2,10000,Low,Low,0.9824561,0.8888889,0.9333333,Wed_Mar__6_11_33_13_2024
1881,No Empirical,2,10000,Low,Low,0.9655172,0.8888889,0.9256198,Wed_Mar__6_14_39_37_2024
1423,No Empirical,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_15_58_03_2024
1428,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_15_07_56_2024
1435,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_15_08_55_2024
1449,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_14_46_43_2024
1450,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_14_19_53_2024
1452,No Empirical,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_14_24_32_2024
1453,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_10_02_21_2024
1486,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_10_44_28_2024
1488,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_10_02_37_2024
1497,No Empirical,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_12_08_59_2024
1509,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_14_54_10_2024
1514,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_12_51_23_2024
1530,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_11_27_13_2024
1533,No Empirical,2,10000,Medium,Low,1.0,0.5333333,0.6956522,Wed_Mar__6_15_37_58_2024
1536,No Empirical,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_14_13_26_2024
1555,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_13_31_24_2024
1575,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_13_49_30_2024
1582,No Empirical,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_12_58_33_2024
1587,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_14_32_13_2024
1604,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_15_14_35_2024
1606,No Empirical,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_12_14_20_2024
1609,No Empirical,2,10000,Medium,Low,0.9962547,0.5373737,0.6981627,Wed_Mar__6_10_02_55_2024
1617,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_15_57_21_2024
1618,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_11_30_58_2024
1621,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_10_47_35_2024
1660,No Empirical,2,10000,Medium,Low,1.0,0.5333333,0.6956522,Wed_Mar__6_12_18_41_2024
1662,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_10_03_12_2024
1678,No Empirical,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_15_21_01_2024
1680,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_14_36_47_2024
1701,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_13_52_34_2024
1702,No Empirical,2,10000,Medium,Low,0.9962406,0.5353535,0.696452,Wed_Mar__6_17_08_32_2024
1709,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_13_03_11_2024
1712,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_11_34_02_2024
1717,No Empirical,2,10000,Medium,Low,0.9962547,0.5373737,0.6981627,Wed_Mar__6_10_49_13_2024
1722,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_17_08_50_2024
1728,No Empirical,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_17_09_07_2024
1744,No Empirical,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_12_53_55_2024
1746,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_15_15_34_2024
1770,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_11_26_38_2024
1781,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_12_09_18_2024
1790,No Empirical,2,10000,Medium,Low,1.0,0.5333333,0.6956522,Wed_Mar__6_10_03_35_2024
1807,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_10_44_52_2024
1808,No Empirical,2,10000,Medium,Low,0.988764,0.5333333,0.6929134,Wed_Mar__6_14_31_43_2024
1809,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_17_11_17_2024
1813,No Empirical,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_13_49_27_2024
1830,No Empirical,2,10000,Medium,Low,1.0,0.5333333,0.6956522,Wed_Mar__6_10_48_42_2024
1831,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_11_33_15_2024
1833,No Empirical,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_14_39_41_2024
1853,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_13_00_42_2024
1857,No Empirical,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_10_03_51_2024
1424,No Empirical,2,10000,Very High,High,0.9954338,0.2924212,0.4520477,Wed_Mar__6_15_09_22_2024
1446,No Empirical,2,10000,Very High,High,1.0,0.297116,0.4581179,Wed_Mar__6_15_08_07_2024
1461,No Empirical,2,10000,Very High,High,0.9977376,0.2957746,0.4562856,Wed_Mar__6_14_24_47_2024
1463,No Empirical,2,10000,Very High,High,0.9954955,0.2964453,0.4568475,Wed_Mar__6_14_46_55_2024
1468,No Empirical,2,10000,Very High,High,1.0,0.2957746,0.4565217,Wed_Mar__6_10_02_36_2024
1472,No Empirical,2,10000,Very High,High,0.9977376,0.2957746,0.4562856,Wed_Mar__6_14_20_18_2024
1473,No Empirical,2,10000,Very High,High,0.9977064,0.2917505,0.451479,Wed_Mar__6_15_58_30_2024
1491,No Empirical,2,10000,Very High,High,0.9977169,0.2930919,0.4530845,Wed_Mar__6_14_54_32_2024
1505,No Empirical,2,10000,Very High,High,1.0,0.297116,0.4581179,Wed_Mar__6_11_27_34_2024
1507,No Empirical,2,10000,Very High,High,1.0,0.2937626,0.4541213,Wed_Mar__6_14_13_44_2024
1534,No Empirical,2,10000,Very High,High,0.9954853,0.2957746,0.4560496,Wed_Mar__6_12_51_44_2024
1535,No Empirical,2,10000,Very High,High,0.9977528,0.2977867,0.4586777,Wed_Mar__6_10_44_50_2024
1538,No Empirical,2,10000,Very High,High,0.9977117,0.2924212,0.4522822,Wed_Mar__6_12_09_20_2024
1539,No Empirical,2,10000,Very High,High,1.0,0.2924212,0.4525169,Wed_Mar__6_15_38_20_2024
1541,No Empirical,2,10000,Very High,High,0.9954853,0.2957746,0.4560496,Wed_Mar__6_13_31_46_2024
1547,No Empirical,2,10000,Very High,High,0.9977376,0.2957746,0.4562856,Wed_Mar__6_10_02_58_2024
1571,No Empirical,2,10000,Very High,High,1.0,0.2964453,0.4573202,Wed_Mar__6_10_03_12_2024
1572,No Empirical,2,10000,Very High,High,0.9977376,0.2957746,0.4562856,Wed_Mar__6_11_31_15_2024
1574,No Empirical,2,10000,Very High,High,0.9977117,0.2924212,0.4522822,Wed_Mar__6_12_14_41_2024
1585,No Empirical,2,10000,Very High,High,1.0,0.2930919,0.4533195,Wed_Mar__6_10_47_54_2024
1588,No Empirical,2,10000,Very High,High,1.0,0.2957746,0.4565217,Wed_Mar__6_12_58_53_2024
1601,No Empirical,2,10000,Very High,High,1.0,0.2944333,0.4549223,Wed_Mar__6_14_32_30_2024
1610,No Empirical,2,10000,Very High,High,0.9977376,0.2957746,0.4562856,Wed_Mar__6_15_14_54_2024
1622,No Empirical,2,10000,Very High,High,0.9977273,0.2944333,0.4546867,Wed_Mar__6_13_49_50_2024
1636,No Empirical,2,10000,Very High,High,0.9976798,0.288397,0.4474506,Wed_Mar__6_15_57_59_2024
1657,No Empirical,2,10000,Very High,High,1.0,0.2917505,0.4517134,Wed_Mar__6_15_21_18_2024
1666,No Empirical,2,10000,Very High,High,0.9977064,0.2917505,0.451479,Wed_Mar__6_11_34_22_2024
1673,No Empirical,2,10000,Very High,High,0.9977324,0.295104,0.4554865,Wed_Mar__6_13_52_58_2024
1677,No Empirical,2,10000,Very High,High,0.9977221,0.2937626,0.453886,Wed_Mar__6_10_03_32_2024
1683,No Empirical,2,10000,Very High,High,0.9954338,0.2924212,0.4520477,Wed_Mar__6_17_09_17_2024
1686,No Empirical,2,10000,Very High,High,0.993228,0.295104,0.4550155,Wed_Mar__6_14_37_10_2024
1699,No Empirical,2,10000,Very High,High,0.9977221,0.2937626,0.453886,Wed_Mar__6_12_18_58_2024
1711,No Empirical,2,10000,Very High,High,0.9954955,0.2964453,0.4568475,Wed_Mar__6_17_08_58_2024
1714,No Empirical,2,10000,Very High,High,0.9977324,0.295104,0.4554865,Wed_Mar__6_17_09_28_2024
1716,No Empirical,2,10000,Very High,High,0.9977011,0.2910798,0.450675,Wed_Mar__6_10_49_36_2024
1729,No Empirical,2,10000,Very High,High,0.9977169,0.2930919,0.4530845,Wed_Mar__6_13_03_30_2024
1749,No Empirical,2,10000,Very High,High,0.9977376,0.2957746,0.4562856,Wed_Mar__6_17_11_34_2024
1754,No Empirical,2,10000,Very High,High,1.0,0.2937626,0.4541213,Wed_Mar__6_11_27_06_2024
1758,No Empirical,2,10000,Very High,High,0.9954545,0.2937626,0.453651,Wed_Mar__6_12_09_44_2024
1771,No Empirical,2,10000,Very High,High,0.9954442,0.2930919,0.4528497,Wed_Mar__6_10_45_14_2024
1793,No Empirical,2,10000,Very High,High,0.9977376,0.2957746,0.4562856,Wed_Mar__6_14_32_09_2024
1795,No Empirical,2,10000,Very High,High,1.0,0.2930919,0.4533195,Wed_Mar__6_10_03_59_2024
1800,No Empirical,2,10000,Very High,High,1.0,0.2957746,0.4565217,Wed_Mar__6_13_49_50_2024
1810,No Empirical,2,10000,Very High,High,0.9977221,0.2937626,0.453886,Wed_Mar__6_15_16_02_2024
1814,No Empirical,2,10000,Very High,High,1.0,0.2957746,0.4565217,Wed_Mar__6_12_54_16_2024
1835,No Empirical,2,10000,Very High,High,0.9977169,0.2930919,0.4530845,Wed_Mar__6_12_17_38_2024
1836,No Empirical,2,10000,Very High,High,0.9976959,0.2904091,0.4498701,Wed_Mar__6_10_04_19_2024
1840,No Empirical,2,10000,Very High,High,0.9954023,0.2904091,0.4496366,Wed_Mar__6_13_55_59_2024
1842,No Empirical,2,10000,Very High,High,0.9955056,0.297116,0.4576446,Wed_Mar__6_16_20_23_2024
1846,No Empirical,2,10000,Very High,High,1.0,0.2937626,0.4541213,Wed_Mar__6_11_33_34_2024
1426,No Empirical,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_14_24_37_2024
1431,No Empirical,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_15_08_02_2024
1441,No Empirical,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_15_58_13_2024
1443,No Empirical,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_15_09_04_2024
1447,No Empirical,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_14_20_00_2024
1456,No Empirical,2,10000,Very High,Low,1.0,0.3122945,0.4759519,Wed_Mar__6_14_46_47_2024
1469,No Empirical,2,10000,Very High,Low,1.0,0.3155819,0.4797601,Wed_Mar__6_10_02_26_2024
1490,No Empirical,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_14_54_15_2024
1516,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_13_31_33_2024
1517,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_15_38_03_2024
1519,No Empirical,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_10_02_42_2024
1524,No Empirical,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_12_51_29_2024
1528,No Empirical,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_14_13_32_2024
1537,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_10_44_33_2024
1540,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_12_09_04_2024
1552,No Empirical,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_11_27_20_2024
1577,No Empirical,2,10000,Very High,Low,1.0,0.3122945,0.4759519,Wed_Mar__6_13_49_35_2024
1586,No Empirical,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_10_47_41_2024
1590,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_11_31_03_2024
1591,No Empirical,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_10_03_03_2024
1593,No Empirical,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_15_14_40_2024
1596,No Empirical,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_12_58_39_2024
1603,No Empirical,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_14_32_20_2024
1626,No Empirical,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_15_57_30_2024
1632,No Empirical,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_12_14_22_2024
1649,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_17_08_58_2024
1653,No Empirical,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_12_18_47_2024
1664,No Empirical,2,10000,Very High,Low,1.0,0.3116371,0.475188,Wed_Mar__6_10_49_23_2024
1668,No Empirical,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_11_34_09_2024
1669,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_17_09_13_2024
1671,No Empirical,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_15_21_08_2024
1675,No Empirical,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_13_52_41_2024
1682,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_17_08_40_2024
1692,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_13_03_16_2024
1707,No Empirical,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_14_36_56_2024
1727,No Empirical,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_10_03_17_2024
1751,No Empirical,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_26_48_2024
1752,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_17_11_25_2024
1753,No Empirical,2,10000,Very High,Low,1.0,0.3122945,0.4759519,Wed_Mar__6_15_15_44_2024
1763,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_13_49_34_2024
1779,No Empirical,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_10_44_59_2024
1786,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_12_09_28_2024
1801,No Empirical,2,10000,Very High,Low,1.0,0.3122945,0.4759519,Wed_Mar__6_14_31_51_2024
1802,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_12_54_01_2024
1815,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_10_03_44_2024
1832,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_10_04_00_2024
1834,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_13_55_46_2024
1843,No Empirical,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_13_00_48_2024
1848,No Empirical,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_15_23_15_2024
1852,No Empirical,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_12_17_25_2024
1476,No Empirical,2,50000,Medium,High,0.9919028,0.5030801,0.6675749,Tue_Mar__5_14_09_59_2024
1477,No Empirical,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_16_41_20_2024
1478,No Empirical,2,50000,Medium,High,0.984,0.5051335,0.6675712,Tue_Mar__5_20_54_26_2024
1479,No Empirical,2,50000,Medium,High,0.9879518,0.5051335,0.6684783,Tue_Mar__5_15_50_19_2024
1480,No Empirical,2,50000,Medium,High,0.9918367,0.4989733,0.6639344,Tue_Mar__5_20_04_17_2024
1481,No Empirical,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_17_32_41_2024
1482,No Empirical,2,50000,Medium,High,0.9879032,0.5030801,0.6666667,Tue_Mar__5_18_23_34_2024
1483,No Empirical,2,50000,Medium,High,0.9920949,0.5154004,0.6783784,Tue_Mar__5_21_43_43_2024
1484,No Empirical,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_19_13_37_2024
1557,No Empirical,2,50000,Medium,High,0.9875519,0.4887064,0.6538462,Tue_Mar__5_21_30_58_2024
1558,No Empirical,2,50000,Medium,High,0.995935,0.5030801,0.6684857,Tue_Mar__5_20_33_24_2024
1559,No Empirical,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_17_44_28_2024
1560,No Empirical,2,50000,Medium,High,0.9919028,0.5030801,0.6675749,Tue_Mar__5_19_36_24_2024
1561,No Empirical,2,50000,Medium,High,0.9958506,0.4928131,0.6593407,Tue_Mar__5_15_50_36_2024
1562,No Empirical,2,50000,Medium,High,0.9879032,0.5030801,0.6666667,Tue_Mar__5_14_10_12_2024
1563,No Empirical,2,50000,Medium,High,0.9878049,0.4989733,0.6630286,Tue_Mar__5_22_27_41_2024
1564,No Empirical,2,50000,Medium,High,0.9958159,0.4887064,0.6556474,Tue_Mar__5_16_47_14_2024
1565,No Empirical,2,50000,Medium,High,0.9918699,0.5010267,0.6657572,Tue_Mar__5_18_41_11_2024
1638,No Empirical,2,50000,Medium,High,0.9958333,0.4907598,0.6574966,Tue_Mar__5_17_47_34_2024
1639,No Empirical,2,50000,Medium,High,0.9875519,0.4887064,0.6538462,Tue_Mar__5_14_10_39_2024
1640,No Empirical,2,50000,Medium,High,0.9958333,0.4907598,0.6574966,Tue_Mar__5_15_50_56_2024
1641,No Empirical,2,50000,Medium,High,0.9958333,0.4907598,0.6574966,Tue_Mar__5_21_42_07_2024
1642,No Empirical,2,50000,Medium,High,0.9917695,0.4948665,0.660274,Tue_Mar__5_18_46_21_2024
1643,No Empirical,2,50000,Medium,High,0.9879518,0.5051335,0.6684783,Tue_Mar__5_16_50_39_2024
1644,No Empirical,2,50000,Medium,High,0.9959514,0.5051335,0.6702997,Tue_Mar__5_22_40_28_2024
1645,No Empirical,2,50000,Medium,High,0.9917012,0.4907598,0.6565934,Tue_Mar__5_19_44_49_2024
1646,No Empirical,2,50000,Medium,High,0.9917012,0.4907598,0.6565934,Tue_Mar__5_20_42_35_2024
1735,No Empirical,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_22_42_58_2024
1736,No Empirical,2,50000,Medium,High,0.9919028,0.5030801,0.6675749,Tue_Mar__5_17_50_25_2024
1737,No Empirical,2,50000,Medium,High,0.9879518,0.5051335,0.6684783,Tue_Mar__5_21_44_07_2024
1738,No Empirical,2,50000,Medium,High,0.9879032,0.5030801,0.6666667,Tue_Mar__5_14_10_46_2024
1739,No Empirical,2,50000,Medium,High,0.9919355,0.5051335,0.6693878,Tue_Mar__5_20_46_18_2024
1740,No Empirical,2,50000,Medium,High,0.9919355,0.5051335,0.6693878,Tue_Mar__5_15_51_14_2024
1741,No Empirical,2,50000,Medium,High,0.984127,0.5092402,0.6711773,Tue_Mar__5_18_48_26_2024
1742,No Empirical,2,50000,Medium,High,0.9958333,0.4907598,0.6574966,Tue_Mar__5_16_50_58_2024
1743,No Empirical,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_19_45_55_2024
1816,No Empirical,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_16_51_48_2024
1817,No Empirical,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_19_40_02_2024
1818,No Empirical,2,50000,Medium,High,0.9917012,0.4907598,0.6565934,Tue_Mar__5_14_11_31_2024
1819,No Empirical,2,50000,Medium,High,0.9805447,0.5174538,0.6774194,Tue_Mar__5_22_30_03_2024
1820,No Empirical,2,50000,Medium,High,0.9919028,0.5030801,0.6675749,Tue_Mar__5_14_11_47_2024
1821,No Empirical,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_21_34_16_2024
1822,No Empirical,2,50000,Medium,High,0.9919028,0.5030801,0.6675749,Tue_Mar__5_17_48_39_2024
1823,No Empirical,2,50000,Medium,High,0.9917012,0.4907598,0.6565934,Tue_Mar__5_20_38_00_2024
1824,No Empirical,2,50000,Medium,High,0.9876543,0.4928131,0.6575342,Tue_Mar__5_14_11_58_2024
1825,No Empirical,2,50000,Medium,High,0.9805447,0.5174538,0.6774194,Tue_Mar__5_18_45_10_2024
1826,No Empirical,2,50000,Medium,High,0.9958678,0.4948665,0.6611797,Tue_Mar__5_15_51_54_2024
1899,No Empirical,2,50000,Medium,High,0.9958848,0.4969199,0.6630137,Tue_Mar__5_19_44_14_2024
1900,No Empirical,2,50000,Medium,High,0.9917355,0.4928131,0.6584362,Tue_Mar__5_14_11_39_2024
1901,No Empirical,2,50000,Medium,High,0.9958506,0.4928131,0.6593407,Tue_Mar__5_21_39_09_2024
3347,No Empirical,10,10000,High,High,1.0,0.7809752,0.8770197,Wed_Mar__6_11_24_19_2024
3351,No Empirical,10,10000,High,High,0.996888,0.7681855,0.8677201,Wed_Mar__6_14_10_36_2024
3353,No Empirical,10,10000,High,High,0.9948718,0.7753797,0.8715184,Wed_Mar__6_13_29_46_2024
3370,No Empirical,10,10000,High,High,0.9979079,0.7625899,0.864522,Wed_Mar__6_10_43_15_2024
3386,No Empirical,10,10000,High,High,1.0,0.753797,0.8596171,Wed_Mar__6_10_04_19_2024
3390,No Empirical,10,10000,High,High,0.9948187,0.7673861,0.866426,Wed_Mar__6_15_30_55_2024
3400,No Empirical,10,10000,High,High,0.9989659,0.7721823,0.871055,Wed_Mar__6_12_03_27_2024
3409,No Empirical,10,10000,High,High,0.9907503,0.7705835,0.8669065,Wed_Mar__6_12_44_03_2024
3411,No Empirical,10,10000,High,High,0.9927984,0.7713829,0.8681961,Wed_Mar__6_14_49_30_2024
3440,No Empirical,10,10000,High,High,0.9989474,0.7585931,0.8623353,Wed_Mar__6_10_04_26_2024
3444,No Empirical,10,10000,High,High,0.996875,0.764988,0.8656716,Wed_Mar__6_11_25_49_2024
3446,No Empirical,10,10000,High,High,0.9968783,0.7657874,0.8661844,Wed_Mar__6_12_06_47_2024
3449,No Empirical,10,10000,High,High,0.9979424,0.7753797,0.8726946,Wed_Mar__6_14_57_55_2024
3451,No Empirical,10,10000,High,High,0.9968487,0.7585931,0.8615524,Wed_Mar__6_13_34_13_2024
3454,No Empirical,10,10000,High,High,0.9969168,0.7753797,0.8723022,Wed_Mar__6_14_17_25_2024
3470,No Empirical,10,10000,High,High,1.0,0.7529976,0.8590971,Wed_Mar__6_15_38_23_2024
3474,No Empirical,10,10000,High,High,0.9938525,0.7753797,0.8711271,Wed_Mar__6_12_46_44_2024
3493,No Empirical,10,10000,High,High,0.9968976,0.7705835,0.8692516,Wed_Mar__6_10_45_12_2024
3508,No Empirical,10,10000,High,High,0.9968976,0.7705835,0.8692516,Wed_Mar__6_10_05_09_2024
3517,No Empirical,10,10000,High,High,1.0,0.7777778,0.875,Wed_Mar__6_15_37_31_2024
3520,No Empirical,10,10000,High,High,1.0,0.7625899,0.8653061,Wed_Mar__6_14_56_33_2024
3533,No Empirical,10,10000,High,High,0.996904,0.7721823,0.8702703,Wed_Mar__6_13_32_30_2024
3534,No Empirical,10,10000,High,High,0.9969231,0.7769784,0.8733154,Wed_Mar__6_12_45_24_2024
3536,No Empirical,10,10000,High,High,0.9969168,0.7753797,0.8723022,Wed_Mar__6_14_16_41_2024
3537,No Empirical,10,10000,High,High,1.0,0.764988,0.8668478,Wed_Mar__6_10_45_50_2024
3553,No Empirical,10,10000,High,High,1.0,0.7657874,0.8673608,Wed_Mar__6_12_04_21_2024
3575,No Empirical,10,10000,High,High,0.9969231,0.7769784,0.8733154,Wed_Mar__6_11_25_31_2024
3598,No Empirical,10,10000,High,High,0.9979424,0.7753797,0.8726946,Wed_Mar__6_11_24_50_2024
3611,No Empirical,10,10000,High,High,1.0,0.7569944,0.8616924,Wed_Mar__6_12_06_10_2024
3618,No Empirical,10,10000,High,High,0.9949084,0.7809752,0.875056,Wed_Mar__6_10_45_18_2024
3623,No Empirical,10,10000,High,High,1.0,0.7657874,0.8673608,Wed_Mar__6_12_46_12_2024
3624,No Empirical,10,10000,High,High,1.0,0.7713829,0.8709386,Wed_Mar__6_14_11_30_2024
3636,No Empirical,10,10000,High,High,0.9969136,0.7745803,0.8717949,Wed_Mar__6_15_31_39_2024
3645,No Empirical,10,10000,High,High,1.0,0.7809752,0.8770197,Wed_Mar__6_14_51_56_2024
3648,No Empirical,10,10000,High,High,1.0,0.7761791,0.8739874,Wed_Mar__6_13_30_30_2024
3656,No Empirical,10,10000,High,High,0.9917355,0.7673861,0.8652546,Wed_Mar__6_10_05_28_2024
3671,No Empirical,10,10000,High,High,0.9989691,0.7745803,0.8725799,Wed_Mar__6_14_56_50_2024
