,model,prior,duplicates_level,distortion_level,replicates,precision,recall,f1score,date,num_iter
4146,No Empirical,uniform,High,Low,11,1.0,0.9353035,0.9665704,,10000.0
4147,No Empirical,uniform,Low,Low,11,0.3726708,0.952381,0.5357143,,10000.0
4148,No Empirical,uniform,Medium,Low,11,1.0,0.9232323,0.960084,,10000.0
4149,No Empirical,uniform,Very High,Low,11,1.0,0.9237344,0.9603554,,10000.0
4150,No Empirical,uniform,High,High,11,1.0,0.7577938,0.8622101,,10000.0
4151,No Empirical,uniform,Low,High,11,0.4571429,0.8,0.5818182,,10000.0
4152,No Empirical,uniform,Low,Low,13,0.3636364,0.952381,0.5263158,,10000.0
4153,No Empirical,uniform,Very High,Low,13,1.0,0.921762,0.9592884,,10000.0
4154,No Empirical,uniform,Medium,Low,13,1.0,0.9191919,0.9578947,,10000.0
4155,No Empirical,uniform,High,Low,13,1.0,0.9353035,0.9665704,,10000.0
4156,No Empirical,uniform,Very High,High,13,1.0,0.7887324,0.8818898,,10000.0
4157,No Empirical,uniform,High,High,13,1.0,0.7394085,0.8501838,,10000.0
4158,No Empirical,uniform,Low,High,13,0.4375,0.8166667,0.5697674,,10000.0
4159,No Empirical,uniform,High,Low,15,1.0,0.9361022,0.9669967,,10000.0
4160,No Empirical,uniform,Low,Low,15,0.3797468,0.952381,0.5429864,,10000.0
4161,No Empirical,uniform,Very High,High,15,1.0,0.79611,0.8864824,,10000.0
4162,No Empirical,uniform,Low,High,15,0.4752475,0.8,0.5962733,,10000.0
4163,No Empirical,uniform,Medium,Low,15,1.0,0.9252525,0.9611752,,10000.0
4164,No Empirical,uniform,High,High,15,1.0,0.736211,0.8480663,,10000.0
4165,No Empirical,uniform,Very High,Low,15,1.0,0.921762,0.9592884,,10000.0
4166,No Empirical,uniform,Low,Low,17,0.4225352,0.952381,0.5853659,,10000.0
4167,No Empirical,uniform,Very High,High,17,1.0,0.7994634,0.8885576,,10000.0
4168,No Empirical,uniform,Low,High,17,0.4485981,0.8,0.5748503,,10000.0
4169,No Empirical,uniform,High,High,17,1.0,0.7474021,0.8554437,,10000.0
4170,No Empirical,uniform,Medium,Low,17,0.997807,0.9191919,0.9568875,,10000.0
4171,No Empirical,uniform,Very High,Low,17,1.0,0.921762,0.9592884,,10000.0
4172,No Empirical,uniform,High,Low,17,1.0,0.9353035,0.9665704,,10000.0
4173,No Empirical,uniform,Very High,Low,19,1.0,0.921762,0.9592884,,10000.0
4174,No Empirical,uniform,Low,Low,19,0.3821656,0.952381,0.5454545,,10000.0
4175,No Empirical,uniform,High,Low,19,1.0,0.936901,0.9674227,,10000.0
4176,No Empirical,uniform,Medium,Low,19,1.0,0.9191919,0.9578947,,10000.0
4177,No Empirical,uniform,Very High,High,19,1.0,0.7907445,0.8831461,,10000.0
4178,No Empirical,uniform,High,High,19,1.0,0.7545963,0.8601367,,10000.0
4179,No Empirical,uniform,Low,High,19,0.4324324,0.8,0.5614035,,10000.0
4180,No Empirical,Bounded NBD,Very High,Low,0,1.0,0.921762,0.9592884,,10000.0
4181,No Empirical,Bounded NBD,Low,High,0,1.0,0.8,0.8888889,,10000.0
4182,No Empirical,Bounded NBD,Very High,High,0,0.995971,0.8289738,0.9048316,,10000.0
4183,No Empirical,Bounded NBD,Low,Low,0,0.952381,0.952381,0.952381,,10000.0
4184,No Empirical,Bounded NBD,High,High,0,0.9958635,0.7697842,0.8683499,,10000.0
4185,No Empirical,Bounded NBD,High,Low,0,1.0,0.9392971,0.9686985,,10000.0
4186,No Empirical,Bounded NBD,Medium,Low,0,0.9912854,0.9191919,0.9538784,,10000.0
4187,No Empirical,Bounded NBD,Low,Low,2,0.9677419,0.952381,0.96,,10000.0
4188,No Empirical,Bounded NBD,Medium,Low,2,1.0,0.9191919,0.9578947,,10000.0
4189,No Empirical,Bounded NBD,High,Low,2,1.0,0.936901,0.9674227,,10000.0
4190,No Empirical,Bounded NBD,Very High,Low,2,1.0,0.921762,0.9592884,,10000.0
4191,No Empirical,Bounded NBD,High,High,2,0.9969262,0.7777778,0.8738213,,10000.0
4192,No Empirical,Bounded NBD,Low,High,2,1.0,0.7833333,0.8785047,,10000.0
4193,No Empirical,Bounded NBD,Very High,High,2,0.9959448,0.8236083,0.9016153,,10000.0
4194,No Empirical,Bounded NBD,Very High,Low,4,1.0,0.921762,0.9592884,,10000.0
4195,No Empirical,Bounded NBD,High,Low,4,1.0,0.936901,0.9674227,,10000.0
4196,No Empirical,Bounded NBD,Low,Low,4,0.9677419,0.952381,0.96,,10000.0
4197,No Empirical,Bounded NBD,Medium,Low,4,0.997807,0.9191919,0.9568875,,10000.0
4198,No Empirical,Bounded NBD,Very High,High,4,1.0,0.8169014,0.8992248,,10000.0
4199,No Empirical,Bounded NBD,High,High,4,0.9969231,0.7769784,0.8733154,,10000.0
4200,No Empirical,Bounded NBD,Low,High,4,0.9791667,0.7833333,0.8703704,,10000.0
4201,No Empirical,Bounded NBD,Medium,Low,6,1.0,0.9191919,0.9578947,,10000.0
4202,No Empirical,Bounded NBD,Very High,Low,6,1.0,0.921762,0.9592884,,10000.0
4203,No Empirical,Bounded NBD,Low,High,6,1.0,0.8,0.8888889,,10000.0
4204,No Empirical,Bounded NBD,Low,Low,6,0.9836066,0.952381,0.9677419,,10000.0
4205,No Empirical,Bounded NBD,Very High,High,6,0.9967453,0.8215962,0.9007353,,10000.0
4206,No Empirical,Bounded NBD,High,High,6,0.9949187,0.7825739,0.8760626,,10000.0
4207,No Empirical,Bounded NBD,High,Low,6,1.0,0.9353035,0.9665704,,10000.0
4208,No Empirical,Bounded NBD,Very High,High,8,0.9967427,0.8209256,0.900331,,10000.0
4209,No Empirical,Bounded NBD,Low,Low,8,0.9677419,0.952381,0.96,,10000.0
4210,No Empirical,Bounded NBD,Low,High,8,1.0,0.7833333,0.8785047,,10000.0
4211,No Empirical,Bounded NBD,Very High,Low,8,1.0,0.921762,0.9592884,,10000.0
4212,No Empirical,Bounded NBD,High,Low,8,1.0,0.9353035,0.9665704,,10000.0
4213,No Empirical,Bounded NBD,Medium,Low,8,1.0,0.9232323,0.960084,,10000.0
4214,No Empirical,Bounded NBD,High,High,8,1.0,0.7641886,0.8663344,,10000.0
4215,No Empirical,Bounded NBD,Low,High,10,1.0,0.7833333,0.8785047,,10000.0
4216,No Empirical,Bounded NBD,Very High,Low,10,1.0,0.921762,0.9592884,,10000.0
4217,No Empirical,Bounded NBD,Very High,High,10,0.997561,0.8229376,0.9018743,,10000.0
4218,No Empirical,Bounded NBD,Low,Low,10,0.9677419,0.952381,0.96,,10000.0
4219,No Empirical,Bounded NBD,Medium,Low,10,1.0,0.9191919,0.9578947,,10000.0
4220,No Empirical,Bounded NBD,High,High,10,0.9969574,0.7857714,0.8788556,,10000.0
4221,No Empirical,Bounded NBD,High,Low,10,1.0,0.936901,0.9674227,,10000.0
4222,No Empirical,Bounded NBD,Medium,Low,12,1.0,0.9191919,0.9578947,,10000.0
4223,No Empirical,Bounded NBD,Low,High,12,1.0,0.7833333,0.8785047,,10000.0
4224,No Empirical,Bounded NBD,Very High,Low,12,1.0,0.921762,0.9592884,,10000.0
4225,No Empirical,Bounded NBD,Very High,High,12,0.9959448,0.8236083,0.9016153,,10000.0
4226,No Empirical,Bounded NBD,Low,Low,12,0.9677419,0.952381,0.96,,10000.0
4227,No Empirical,Bounded NBD,High,High,12,0.9948665,0.7745803,0.8710112,,10000.0
4228,No Empirical,Bounded NBD,High,Low,12,1.0,0.9353035,0.9665704,,10000.0
4229,No Empirical,Bounded NBD,High,Low,14,1.0,0.9353035,0.9665704,,10000.0
4230,No Empirical,Bounded NBD,Very High,Low,14,1.0,0.921762,0.9592884,,10000.0
4231,No Empirical,Bounded NBD,Medium,Low,14,0.9978166,0.9232323,0.9590766,,10000.0
4232,No Empirical,Bounded NBD,High,High,14,1.0,0.7609912,0.864276,,10000.0
4233,No Empirical,Bounded NBD,Very High,High,14,0.997557,0.8215962,0.9010666,,10000.0
4234,No Empirical,Bounded NBD,Low,Low,14,0.9677419,0.952381,0.96,,10000.0
4235,No Empirical,Bounded NBD,Low,High,14,1.0,0.7833333,0.8785047,,10000.0
4236,No Empirical,Bounded NBD,Medium,Low,16,1.0,0.9191919,0.9578947,,10000.0
4237,No Empirical,Bounded NBD,Low,High,16,1.0,0.7833333,0.8785047,,10000.0
4238,No Empirical,Bounded NBD,Very High,Low,16,1.0,0.9230769,0.96,,10000.0
4239,No Empirical,Bounded NBD,High,Low,16,1.0,0.9392971,0.9686985,,10000.0
4240,No Empirical,Bounded NBD,High,High,16,0.994856,0.7729816,0.8699955,,10000.0
4241,No Empirical,Bounded NBD,Very High,High,16,0.9959383,0.8222669,0.9008082,,10000.0
4242,No Empirical,Bounded NBD,Low,Low,16,0.9677419,0.952381,0.96,,10000.0
4243,No Empirical,Bounded NBD,Low,Low,18,0.9836066,0.952381,0.9677419,,10000.0
4244,No Empirical,Bounded NBD,Very High,High,18,0.997559,0.8222669,0.9014706,,10000.0
4245,No Empirical,Bounded NBD,High,High,18,0.9989518,0.7617906,0.8643991,,10000.0
4246,No Empirical,Bounded NBD,Medium,Low,18,0.9956236,0.9191919,0.9558824,,10000.0
4247,No Empirical,Bounded NBD,Low,High,18,0.9795918,0.8,0.8807339,,10000.0
4248,No Empirical,Bounded NBD,High,Low,18,1.0,0.9353035,0.9665704,,10000.0
4249,No Empirical,Bounded NBD,Very High,Low,18,1.0,0.921762,0.9592884,,10000.0
4250,No Empirical,Bounded NBD,Low,Low,20,0.9677419,0.952381,0.96,,10000.0
4251,No Empirical,Bounded NBD,Low,High,20,1.0,0.8,0.8888889,,10000.0
4252,No Empirical,Bounded NBD,Very High,High,20,0.997559,0.8222669,0.9014706,,10000.0
4253,No Empirical,Bounded NBD,Very High,Low,20,1.0,0.9237344,0.9603554,,10000.0
4254,No Empirical,Bounded NBD,High,Low,20,1.0,0.9384984,0.9682736,,10000.0
4255,No Empirical,Bounded NBD,Medium,Low,20,0.995614,0.9171717,0.9547844,,10000.0
4256,No Empirical,Bounded NBD,High,High,20,0.9938144,0.7705835,0.8680774,,10000.0
4257,No Empirical,Bounded NBD,Low,Low,3,0.9836066,0.952381,0.9677419,,10000.0
4258,No Empirical,Bounded NBD,Very High,Low,3,1.0,0.921762,0.9592884,,10000.0
4259,No Empirical,Bounded NBD,Medium,Low,3,0.997807,0.9191919,0.9568875,,10000.0
4260,No Empirical,Bounded NBD,Very High,High,3,0.9975689,0.8256204,0.9034862,,10000.0
4261,No Empirical,Bounded NBD,Low,High,3,1.0,0.7833333,0.8785047,,10000.0
4262,No Empirical,Bounded NBD,High,Low,3,1.0,0.936901,0.9674227,,10000.0
4263,No Empirical,Bounded NBD,High,High,3,0.9969294,0.7785771,0.8743268,,10000.0
4264,No Empirical,Bounded NBD,Very High,High,5,0.997549,0.8189135,0.8994475,,10000.0
4265,No Empirical,Bounded NBD,Low,High,5,0.9795918,0.8,0.8807339,,10000.0
4266,No Empirical,Bounded NBD,Medium,Low,5,1.0,0.9191919,0.9578947,,10000.0
4267,No Empirical,Bounded NBD,Very High,Low,5,1.0,0.921762,0.9592884,,10000.0
4268,No Empirical,Bounded NBD,High,High,5,0.9979036,0.7609912,0.8634921,,10000.0
4269,No Empirical,Bounded NBD,High,Low,5,1.0,0.9337061,0.9657166,,10000.0
4270,No Empirical,Bounded NBD,Low,Low,5,0.9677419,0.952381,0.96,,10000.0
4271,No Empirical,Bounded NBD,Very High,Low,7,1.0,0.921762,0.9592884,,10000.0
4272,No Empirical,Bounded NBD,Medium,Low,7,1.0,0.9191919,0.9578947,,10000.0
4273,No Empirical,Bounded NBD,Low,High,7,1.0,0.8,0.8888889,,10000.0
4274,No Empirical,Bounded NBD,Very High,High,7,0.997547,0.8182428,0.899042,,10000.0
4275,No Empirical,Bounded NBD,Low,Low,7,0.9836066,0.952381,0.9677419,,10000.0
4276,No Empirical,Bounded NBD,High,Low,7,1.0,0.9353035,0.9665704,,10000.0
4277,No Empirical,Bounded NBD,High,High,7,0.9968976,0.7705835,0.8692516,,10000.0
4278,No Empirical,Bounded NBD,Medium,Low,9,1.0,0.9232323,0.960084,,10000.0
4279,No Empirical,Bounded NBD,Low,High,9,1.0,0.7666667,0.8679245,,10000.0
4280,No Empirical,Bounded NBD,Very High,Low,9,1.0,0.921762,0.9592884,,10000.0
4281,No Empirical,Bounded NBD,High,High,9,0.9979466,0.7769784,0.8737079,,10000.0
4282,No Empirical,Bounded NBD,Very High,High,9,0.996748,0.8222669,0.9011393,,10000.0
4283,No Empirical,Bounded NBD,High,Low,9,1.0,0.9376997,0.9678483,,10000.0
4284,No Empirical,Bounded NBD,Low,Low,9,0.9677419,0.952381,0.96,,10000.0
4285,No Empirical,Bounded NBD,Medium,Low,11,0.997807,0.9191919,0.9568875,,10000.0
4286,No Empirical,Bounded NBD,Low,High,11,1.0,0.7666667,0.8679245,,10000.0
4287,No Empirical,Bounded NBD,Very High,High,11,0.9975669,0.8249497,0.9030837,,10000.0
4288,No Empirical,Bounded NBD,High,High,11,0.9978769,0.7513989,0.8572731,,10000.0
4289,No Empirical,Bounded NBD,Low,Low,11,0.9836066,0.952381,0.9677419,,10000.0
4290,No Empirical,Bounded NBD,High,Low,11,1.0,0.9353035,0.9665704,,10000.0
4291,No Empirical,Bounded NBD,Very High,Low,11,1.0,0.921762,0.9592884,,10000.0
4292,No Empirical,Bounded NBD,Very High,High,13,0.9951535,0.8262911,0.9028948,,10000.0
4293,No Empirical,Bounded NBD,Medium,Low,13,1.0,0.9191919,0.9578947,,10000.0
4294,No Empirical,Bounded NBD,Low,High,13,1.0,0.85,0.9189189,,10000.0
4295,No Empirical,Bounded NBD,Very High,Low,13,1.0,0.921762,0.9592884,,10000.0
4296,No Empirical,Bounded NBD,High,Low,13,1.0,0.9353035,0.9665704,,10000.0
4297,No Empirical,Bounded NBD,High,High,13,0.9949444,0.7865707,0.8785714,,10000.0
4298,No Empirical,Bounded NBD,Low,Low,13,0.9677419,0.952381,0.96,,10000.0
4299,No Empirical,Bounded NBD,Low,Low,15,0.9836066,0.952381,0.9677419,,10000.0
4300,No Empirical,Bounded NBD,Medium,Low,15,1.0,0.9191919,0.9578947,,10000.0
4301,No Empirical,Bounded NBD,High,High,15,0.9948613,0.773781,0.8705036,,10000.0
4302,No Empirical,Bounded NBD,High,Low,15,1.0,0.9353035,0.9665704,,10000.0
4303,No Empirical,Bounded NBD,Low,High,15,1.0,0.8,0.8888889,,10000.0
4304,No Empirical,Bounded NBD,Very High,High,15,0.9959317,0.8209256,0.9,,10000.0
4305,No Empirical,Bounded NBD,Very High,Low,15,1.0,0.921762,0.9592884,,10000.0
4306,No Empirical,Bounded NBD,Low,Low,17,0.9836066,0.952381,0.9677419,,10000.0
4307,No Empirical,Bounded NBD,Very High,Low,17,1.0,0.921762,0.9592884,,10000.0
4308,No Empirical,Bounded NBD,Low,High,17,1.0,0.7833333,0.8785047,,10000.0
4309,No Empirical,Bounded NBD,Medium,Low,17,1.0,0.9232323,0.960084,,10000.0
4310,No Empirical,Bounded NBD,High,High,17,0.9897436,0.7713829,0.8670261,,10000.0
4311,No Empirical,Bounded NBD,Very High,High,17,0.9951535,0.8262911,0.9028948,,10000.0
4312,No Empirical,Bounded NBD,High,Low,17,1.0,0.936901,0.9674227,,10000.0
4313,No Empirical,Bounded NBD,Very High,High,19,0.995935,0.8215962,0.9004043,,10000.0
4314,No Empirical,Bounded NBD,Very High,Low,19,1.0,0.921762,0.9592884,,10000.0
4315,No Empirical,Bounded NBD,Low,Low,19,0.9677419,0.952381,0.96,,10000.0
4316,No Empirical,Bounded NBD,Low,High,19,1.0,0.7833333,0.8785047,,10000.0
4317,No Empirical,Bounded NBD,High,Low,19,1.0,0.9376997,0.9678483,,10000.0
4318,No Empirical,Bounded NBD,High,High,19,0.9989733,0.7777778,0.8746067,,10000.0
4319,No Empirical,Bounded NBD,Medium,Low,19,1.0,0.9191919,0.9578947,,10000.0
4320,Both,Pitman,Very High,High,0,1.0,0.7216633,0.8383327,,50000.0
4321,Both,Pitman,High,High,0,1.0,0.6858513,0.8136558,,50000.0
4322,Both,Pitman,Medium,High,0,0.9916667,0.7330595,0.8429752,,50000.0
4323,Both,Pitman,Low,High,0,1.0,0.75,0.8571429,,50000.0
4324,Both,Pitman,Very High,High,2,1.0,0.7169685,0.8351563,,50000.0
4325,Both,Pitman,Medium,High,2,0.9890411,0.7412731,0.8474178,,50000.0
4326,Both,Pitman,High,High,2,1.0,0.6834532,0.8119658,,50000.0
4327,Both,Pitman,Low,High,2,1.0,0.7333333,0.8461538,,50000.0
4328,Both,Pitman,Low,High,3,1.0,0.75,0.8571429,,50000.0
4329,Both,Pitman,Very High,High,3,1.0,0.7162978,0.8347011,,50000.0
4330,Both,Pitman,High,High,3,1.0,0.6906475,0.8170213,,50000.0
4331,Both,Pitman,Medium,High,3,0.9889807,0.7371663,0.8447059,,50000.0
4332,Both,Pitman,High,High,4,1.0,0.7442046,0.8533456,,50000.0
4333,Both,Pitman,Medium,High,4,0.9916898,0.7351129,0.8443396,,50000.0
4334,Both,Pitman,Very High,High,4,1.0,0.7156271,0.8342455,,50000.0
4335,Both,Pitman,Low,High,4,1.0,0.7333333,0.8461538,,50000.0
4336,Both,Pitman,Medium,High,5,0.9917127,0.7371663,0.8457008,,50000.0
4337,Both,Pitman,High,High,5,1.0,0.6778577,0.8080038,,50000.0
4338,Both,Pitman,Very High,High,5,0.9971537,0.704896,0.8259332,,50000.0
4339,Both,Pitman,Low,High,5,1.0,0.7333333,0.8461538,,50000.0
4340,Both,Pitman,Very High,High,6,1.0,0.7203219,0.8374269,,50000.0
4341,Both,Pitman,Medium,High,6,0.9917127,0.7371663,0.8457008,,50000.0
4342,Both,Pitman,High,High,6,1.0,0.6818545,0.8108365,,50000.0
4343,Both,Pitman,Low,High,6,1.0,0.7333333,0.8461538,,50000.0
4344,Both,Pitman,Low,High,7,1.0,0.7333333,0.8461538,,50000.0
4345,Both,Pitman,High,High,7,1.0,0.685052,0.813093,,50000.0
4346,Both,Pitman,Very High,High,7,1.0,0.711603,0.8315047,,50000.0
4347,Both,Pitman,Medium,High,7,0.9917127,0.7371663,0.8457008,,50000.0
4348,Both,Pitman,High,High,8,1.0,0.6770584,0.8074357,,50000.0
4349,Both,Pitman,Medium,High,8,0.9916667,0.7330595,0.8429752,,50000.0
4350,Both,Pitman,Low,High,8,1.0,0.75,0.8571429,,50000.0
4351,Both,Pitman,Very High,High,8,1.0,0.7156271,0.8342455,,50000.0
4352,Both,Pitman,Medium,High,9,0.9889807,0.7371663,0.8447059,,50000.0
4353,Both,Pitman,Low,High,9,1.0,0.7333333,0.8461538,,50000.0
4354,Both,Pitman,Very High,High,9,0.9971989,0.7162978,0.8337237,,50000.0
4355,Both,Pitman,High,High,9,1.0,0.6802558,0.809705,,50000.0
4356,Both,Pitman,Medium,High,10,0.9917127,0.7371663,0.8457008,,50000.0
4357,Both,Pitman,Very High,High,10,1.0,0.7129443,0.8324197,,50000.0
4358,Both,Pitman,High,High,10,1.0,0.6794564,0.8091385,,50000.0
4359,Both,Pitman,Low,High,10,1.0,0.75,0.8571429,,50000.0
4360,Both,Pitman,High,High,11,1.0,0.6818545,0.8108365,,50000.0
4361,Both,Pitman,Very High,High,11,1.0,0.8101945,0.8951464,,50000.0
4362,Both,Pitman,Medium,High,11,0.9917582,0.7412731,0.8484136,,50000.0
4363,Both,Pitman,Low,High,11,1.0,0.7333333,0.8461538,,50000.0
4364,Both,Pitman,Medium,High,12,0.9917127,0.7371663,0.8457008,,50000.0
4365,Both,Pitman,Very High,High,12,0.9971857,0.7129443,0.8314431,,50000.0
4366,Both,Pitman,Low,High,12,1.0,0.7333333,0.8461538,,50000.0
4367,Both,Pitman,High,High,12,1.0,0.6826539,0.8114014,,50000.0
4368,Both,Pitman,High,High,13,1.0,0.7330136,0.845941,,50000.0
4369,Both,Pitman,Low,High,13,1.0,0.7333333,0.8461538,,50000.0
4370,Both,Pitman,Very High,High,13,1.0,0.806841,0.8930958,,50000.0
4371,Both,Pitman,Medium,High,13,0.9916435,0.7310062,0.8416076,,50000.0
4372,Both,Pitman,Low,High,14,1.0,0.7333333,0.8461538,,50000.0
4373,Both,Pitman,High,High,14,1.0,0.6834532,0.8119658,,50000.0
4374,Both,Pitman,Medium,High,14,0.9889807,0.7371663,0.8447059,,50000.0
4375,Both,Pitman,Very High,High,14,0.9929825,0.759222,0.8605093,,50000.0
4376,Both,Pitman,Very High,High,15,1.0,0.7129443,0.8324197,,50000.0
4377,Both,Pitman,High,High,15,1.0,0.6818545,0.8108365,,50000.0
4378,Both,Pitman,Medium,High,15,0.9916435,0.7310062,0.8416076,,50000.0
4379,Both,Pitman,Low,High,15,1.0,0.75,0.8571429,,50000.0
4380,Both,Pitman,Low,High,16,1.0,0.75,0.8571429,,50000.0
4381,Both,Pitman,Medium,High,16,0.9917355,0.7392197,0.8470588,,50000.0
4382,Both,Pitman,High,High,16,0.9968051,0.7482014,0.8547945,,50000.0
4383,Both,Pitman,Very High,High,16,1.0,0.7142857,0.8333333,,50000.0
4384,Both,Pitman,Medium,High,17,0.9889807,0.7371663,0.8447059,,50000.0
4385,Both,Pitman,Very High,High,17,1.0,0.7196512,0.8369735,,50000.0
4386,Both,Pitman,High,High,17,1.0,0.685052,0.813093,,50000.0
4387,Both,Pitman,Low,High,17,1.0,0.7333333,0.8461538,,50000.0
4388,Both,Pitman,Low,High,18,1.0,0.75,0.8571429,,50000.0
4389,Both,Pitman,Very High,High,18,1.0,0.7176392,0.8356111,,50000.0
4390,Both,Pitman,High,High,18,1.0,0.6922462,0.8181389,,50000.0
4391,Both,Pitman,Medium,High,18,0.9916898,0.7351129,0.8443396,,50000.0
4392,Both,Pitman,Medium,High,19,0.9889503,0.7351129,0.8433451,,50000.0
4393,Both,Pitman,High,High,19,1.0,0.685052,0.813093,,50000.0
4394,Both,Pitman,Low,High,19,1.0,0.75,0.8571429,,50000.0
4395,Both,Pitman,Very High,High,19,1.0,0.7303823,0.844186,,50000.0
4396,Both,Pitman,Low,High,20,1.0,0.7166667,0.8349515,,50000.0
4397,Both,Pitman,Medium,High,20,0.9890411,0.7412731,0.8474178,,50000.0
4398,Both,Pitman,High,High,20,1.0,0.6826539,0.8114014,,50000.0
4399,Both,Pitman,Very High,High,20,1.0,0.7075788,0.828751,,50000.0
4400,Both,uniform,Medium,High,0,0.9865229,0.75154,0.8531469,,50000.0
4401,Both,uniform,Very High,High,0,1.0,0.6653253,0.7990334,,50000.0
4402,Both,uniform,High,High,0,1.0,0.6434852,0.7830739,,50000.0
4403,Both,uniform,Low,High,0,0.5104167,0.8166667,0.6282051,,50000.0
4404,Both,uniform,Very High,High,2,1.0,0.6613011,0.7961243,,50000.0
4405,Both,uniform,Low,High,2,0.5268817,0.8166667,0.6405229,,50000.0
4406,Both,uniform,High,High,2,1.0,0.6394884,0.7801073,,50000.0
4407,Both,uniform,Medium,High,2,0.9891304,0.7474333,0.851462,,50000.0
4408,Both,uniform,Medium,High,3,0.9891304,0.7474333,0.851462,,50000.0
4409,Both,uniform,Low,High,3,0.5157895,0.8166667,0.6322581,,50000.0
4410,Both,uniform,Very High,High,3,1.0,0.6646546,0.7985496,,50000.0
4411,Both,uniform,High,High,3,1.0,0.6434852,0.7830739,,50000.0
4412,Both,uniform,High,High,4,1.0,0.6482814,0.7866149,,50000.0
4413,Both,uniform,Low,High,4,0.5326087,0.8166667,0.6447368,,50000.0
4414,Both,uniform,Medium,High,4,0.9891599,0.7494867,0.8528037,,50000.0
4415,Both,uniform,Very High,High,4,1.0,0.6653253,0.7990334,,50000.0
4416,Both,uniform,Low,High,5,0.516129,0.8,0.627451,,50000.0
4417,Both,uniform,Very High,High,5,1.0,0.6539235,0.7907543,,50000.0
4418,Both,uniform,High,High,5,1.0,0.6506795,0.7883777,,50000.0
4419,Both,uniform,Medium,High,5,0.9891304,0.7474333,0.851462,,50000.0
4420,Both,uniform,Low,High,6,0.5104167,0.8166667,0.6282051,,50000.0
4421,Both,uniform,High,High,6,0.9987608,0.6442846,0.7832847,,50000.0
4422,Both,uniform,Medium,High,6,0.9864499,0.7474333,0.8504673,,50000.0
4423,Both,uniform,Very High,High,6,1.0,0.668008,0.800965,,50000.0
4424,Both,uniform,High,High,7,1.0,0.6722622,0.8040153,,50000.0
4425,Both,uniform,Very High,High,7,1.0,0.657277,0.7932011,,50000.0
4426,Both,uniform,Medium,High,7,0.986413,0.7453799,0.8491228,,50000.0
4427,Both,uniform,Low,High,7,0.5384615,0.8166667,0.6490066,,50000.0
4428,Both,uniform,High,High,8,1.0,0.6490807,0.7872031,,50000.0
4429,Both,uniform,Medium,High,8,0.9891892,0.75154,0.8541424,,50000.0
4430,Both,uniform,Very High,High,8,1.0,0.6666667,0.8,,50000.0
4431,Both,uniform,Low,High,8,0.5326087,0.8166667,0.6447368,,50000.0
4432,Both,uniform,Very High,High,9,1.0,0.6646546,0.7985496,,50000.0
4433,Both,uniform,High,High,9,1.0,0.6450839,0.7842566,,50000.0
4434,Both,uniform,Medium,High,9,0.9891304,0.7474333,0.851462,,50000.0
4435,Both,uniform,Low,High,9,0.5157895,0.8166667,0.6322581,,50000.0
4436,Both,uniform,Low,High,10,0.4851485,0.8166667,0.6086957,,50000.0
4437,Both,uniform,Medium,High,10,0.9892183,0.7535934,0.8554779,,50000.0
4438,Both,uniform,High,High,10,1.0,0.647482,0.7860262,,50000.0
4439,Both,uniform,Very High,High,10,1.0,0.6686787,0.8014469,,50000.0
4440,Both,uniform,High,High,11,1.0,0.6490807,0.7872031,,50000.0
4441,Both,uniform,Medium,High,11,0.9865229,0.75154,0.8531469,,50000.0
4442,Both,uniform,Very High,High,11,1.0,0.713615,0.8328767,,50000.0
4443,Both,uniform,Low,High,11,0.5104167,0.8166667,0.6282051,,50000.0
4444,Both,uniform,Low,High,12,0.5,0.8166667,0.6202532,,50000.0
4445,Both,uniform,Very High,High,12,1.0,0.668008,0.800965,,50000.0
4446,Both,uniform,Medium,High,12,0.9891599,0.7494867,0.8528037,,50000.0
4447,Both,uniform,High,High,12,1.0,0.6530775,0.7901354,,50000.0
4448,Both,uniform,Medium,High,13,0.9891892,0.75154,0.8541424,,50000.0
4449,Both,uniform,Low,High,13,0.5104167,0.8166667,0.6282051,,50000.0
4450,Both,uniform,High,High,13,1.0,0.6498801,0.7877907,,50000.0
4451,Both,uniform,Very High,High,13,1.0,0.6733736,0.8048096,,50000.0
4452,Both,uniform,Very High,High,14,1.0,0.6881288,0.8152563,,50000.0
4453,Both,uniform,High,High,14,1.0,0.6554756,0.791888,,50000.0
4454,Both,uniform,Low,High,14,0.5104167,0.8166667,0.6282051,,50000.0
4455,Both,uniform,Medium,High,14,0.9864499,0.7474333,0.8504673,,50000.0
4456,Both,uniform,Very High,High,15,1.0,0.7089202,0.8296703,,50000.0
4457,Both,uniform,High,High,15,1.0,0.6442846,0.7836655,,50000.0
4458,Both,uniform,Medium,High,15,0.9891599,0.7494867,0.8528037,,50000.0
4459,Both,uniform,Low,High,15,0.5764706,0.8166667,0.6758621,,50000.0
4460,Both,uniform,Low,High,16,0.4949495,0.8166667,0.6163522,,50000.0
4461,Both,uniform,Very High,High,16,1.0,0.6706908,0.8028904,,50000.0
4462,Both,uniform,Medium,High,16,0.9864865,0.7494867,0.8518086,,50000.0
4463,Both,uniform,High,High,16,1.0,0.6394884,0.7801073,,50000.0
4464,Both,uniform,Very High,High,17,1.0,0.6646546,0.7985496,,50000.0
4465,Both,uniform,Low,High,17,0.5104167,0.8166667,0.6282051,,50000.0
4466,Both,uniform,High,High,17,1.0,0.647482,0.7860262,,50000.0
